Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
3055,NEKOR848561699,Business Owner/Personal Business,133146,9575940,Vehicle loan,60471,1679,35,58765,4,36,"[133146.0,9575940.0,1679.0,58765.0,4.0,36.0]","[3.0784928221434296,3.8515520369565217,0.37005819188977285,2.885952224898618,1.261418797437482,3.4219331012085927]",1
3061,NEKOR840341602,Business Owner/Personal Business,33290,7348343,Occupational Loans,13634,1514,6,9084,10,9,"[33290.0,7348343.0,1514.0,9084.0,10.0,9.0]","[0.7697041296708483,2.9555871747217712,0.33369154408643004,0.4461157153233906,3.153546993593705,0.8554832753021482]",1
3067,NEKOR966772650,Lawyer/Accountant,11764,7281237,Occupational Loans,7220,601,6,3606,10,12,"[11764.0,7281237.0,601.0,3606.0,10.0,12.0]","[0.27199757829521953,2.928596377892217,0.13246275957460005,0.17709084868517685,3.153546993593705,1.1406443670695308]",1
3073,NEKOR584884505,Politician/Family Member or Close Asscociates,11950,7758083,Vehicle loan,3120,1040,3,3120,10,3,"[11950.0,7758083.0,1040.0,3120.0,10.0,3.0]","[0.2762981180404517,3.1203892653387304,0.22922008312409992,0.1532233632550615,3.153546993593705,0.2851610917673827]",1
3076,NEKOR694074705,Business Owner/Personal Business,16291,6631672,Personal loan,9988,277,34,9418,3,36,"[16291.0,6631672.0,277.0,9418.0,3.0,36.0]","[0.3766671666106275,2.667333943198008,0.06105188752439969,0.4625184728000542,0.9460640980781114,3.4219331012085927]",1
3091,NEKOR639197706,Business Owner/Personal Business,167561,6930890,Vehicle loan,61903,2579,16,41264,9,24,"[167561.0,6930890.0,2579.0,41264.0,9.0,24.0]","[3.8742082809185043,2.787682827735093,0.5684217253625516,2.026477199152839,2.8381922942343345,2.2812887341390615]",1
3092,NEKOR939817239,Politician/Family Member or Close Asscociates,4657,7430465,Personal loan,3747,156,19,2964,10,24,"[4657.0,7430465.0,156.0,2964.0,10.0,24.0]","[0.10767534190078523,2.9886175776251878,0.034383012468614985,0.14556219509230842,3.153546993593705,2.2812887341390615]",1
3121,NEKOR478756155,Politician/Family Member or Close Asscociates,4522,6924724,Vehicle loan,4363,121,21,2541,2,36,"[4522.0,6924724.0,121.0,2541.0,2.0,36.0]","[0.10455398240827804,2.785202792369388,0.0266688750557847,0.12478864295868951,0.630709398718741,3.4219331012085927]",1
3135,NEKOR924371867,Business Owner/Personal Business,23611,8957175,Vehicle loan,14929,622,13,8086,0,24,"[23611.0,8957175.0,622.0,8086.0,0.0,24.0]","[0.5459142146487954,3.6026777127494567,0.13709124202229822,0.39710388310270106,0.0,2.2812887341390615]",1
3149,NEKOR282517917,Politician/Family Member or Close Asscociates,9367,8413457,Vehicle loan,7212,200,24,4800,3,36,"[9367.0,8413457.0,200.0,4800.0,3.0,36.0]","[0.21657610641714736,3.3839881459361805,0.04408078521617306,0.23572825116163307,0.9460640980781114,3.4219331012085927]",1
3168,NEKOR707875332,Business Owner/Personal Business,29556,7921991,Personal loan,6812,567,10,5670,3,12,"[29556.0,7921991.0,567.0,5670.0,3.0,12.0]","[0.6833696382262419,3.186314928122068,0.12496902608785063,0.2784539966846791,0.9460640980781114,1.1406443670695308]",1
3180,NEKOR406368594,Lawyer/Accountant,52585,7474774,Occupational Loans,5168,143,30,4290,9,36,"[52585.0,7474774.0,143.0,4290.0,9.0,36.0]","[1.2158273252851173,3.006439161637359,0.03151776142956374,0.21068212447570955,2.8381922942343345,3.4219331012085927]",1
3181,NEKOR232102363,Retired,10502,7695918,Occupational Loans,9631,3210,3,9630,8,3,"[10502.0,7695918.0,3210.0,9630.0,8.0,3.0]","[0.2428186473356338,3.095385794935052,0.7074966027195776,0.47292980389302636,2.522837594874964,0.2851610917673827]",1
3185,NEKOR337742247,Business Owner/Personal Business,342969,9543247,Vehicle loan,199021,16585,6,99510,1,12,"[342969.0,9543247.0,16585.0,99510.0,1.0,12.0]","[7.929848472486667,3.838402540328074,3.655399114051151,4.886941306894606,0.3153546993593705,1.1406443670695308]",1
3194,NEKOR890236223,Lawyer/Accountant,71407,8690509,Personal loan,38936,6489,3,19467,7,6,"[71407.0,8690509.0,6489.0,19467.0,7.0,6.0]","[1.6510142020848984,3.4954216130363167,1.430201076338735,0.9560253886173982,2.2074828955155934,0.5703221835347654]",1
3198,NEKOR179366440,Politician/Family Member or Close Asscociates,12940,9899648,Vehicle loan,8565,237,16,3792,0,36,"[12940.0,9899648.0,237.0,3792.0,0.0,36.0]","[0.29918808765217114,3.9817510781764045,0.052235730481165074,0.18622531841769013,0.0,3.4219331012085927]",1
3199,NEKOR432527653,Politician/Family Member or Close Asscociates,8916,7687604,Occupational Loans,6863,190,15,2850,0,36,"[8916.0,7687604.0,190.0,2850.0,0.0,36.0]","[0.20614845359403075,3.092041809526282,0.041876745955364406,0.13996364912721965,0.0,3.4219331012085927]",1
3204,NEKOR814600270,Lawyer/Accountant,14652,6473823,Vehicle loan,9007,1000,4,4000,6,9,"[14652.0,6473823.0,1000.0,4000.0,6.0,9.0]","[0.3387715502534476,2.603845279162775,0.2204039260808653,0.19644020930136089,1.8921281961562229,0.8554832753021482]",1
3226,NEKOR772142072,Lawyer/Accountant,30972,6528570,Personal loan,15595,649,11,7139,7,24,"[30972.0,6528570.0,649.0,7139.0,7.0,24.0]","[0.7161092311254285,2.6258651455536732,0.14304214802648157,0.35059666355060387,2.2074828955155934,2.2812887341390615]",1
3229,NEKOR052302441,Business Owner/Personal Business,90398,8958002,Occupational Loans,68277,2844,17,48348,0,24,"[90398.0,8958002.0,2844.0,48348.0,0.0,24.0]","[2.0901085585456696,3.6030103415602643,0.626828765773981,2.374372809825549,0.0,2.2812887341390615]",1
3230,NEKOR230798689,Politician/Family Member or Close Asscociates,15911,7395923,Occupational Loans,14980,832,12,9984,8,18,"[15911.0,7395923.0,832.0,9984.0,8.0,18.0]","[0.3678811176687554,2.974724392156132,0.18337606649927993,0.4903147624161968,2.522837594874964,1.7109665506042964]",1
3246,NEKOR906684822,Business Owner/Personal Business,80794,8186049,Occupational Loans,26064,2896,5,14480,3,9,"[80794.0,8186049.0,2896.0,14480.0,3.0,9.0]","[1.868052732130565,3.2925220605575953,0.6382897699301859,0.7111135576709264,0.9460640980781114,0.8554832753021482]",1
3271,NEKOR193324944,Politician/Family Member or Close Asscociates,21217,8904632,Personal loan,6733,187,30,5610,2,36,"[21217.0,8904632.0,187.0,5610.0,2.0,36.0]","[0.49056210631500113,3.5815443202388724,0.04121553417712181,0.27550739354515863,0.630709398718741,3.4219331012085927]",1
3274,NEKOR246693144,Retired,18767,7725553,Personal loan,15032,1670,8,13360,8,9,"[18767.0,7725553.0,1670.0,13360.0,8.0,9.0]","[0.43391521182135206,3.1073053291651336,0.36807455655504506,0.6561102990665454,2.522837594874964,0.8554832753021482]",1
3290,NEKOR487181089,Politician/Family Member or Close Asscociates,18778,7344181,Vehicle loan,6677,370,12,4440,3,18,"[18778.0,7344181.0,370.0,4440.0,3.0,18.0]","[0.43416954481703784,2.953913170960489,0.08154945264992015,0.2180486323245106,0.9460640980781114,1.7109665506042964]",1
3296,NEKOR649249108,Politician/Family Member or Close Asscociates,14777,8208143,Occupational Loans,5862,244,22,5368,2,24,"[14777.0,8208143.0,244.0,5368.0,2.0,24.0]","[0.34166169793169493,3.3014085187752236,0.053778557963731134,0.2636227608824263,0.630709398718741,2.2812887341390615]",1
3310,NEKOR440198378,Lawyer/Accountant,152017,8748111,Occupational Loans,73065,3044,5,15220,0,24,"[152017.0,8748111.0,3044.0,15220.0,0.0,24.0]","[3.514812636833083,3.5185897929155523,0.6709095509901539,0.7474549963916782,0.0,2.2812887341390615]",1
3334,NEKOR690996605,Business Owner/Personal Business,15489,6798706,Personal loan,7105,789,4,3156,1,9,"[15489.0,6798706.0,789.0,3156.0,1.0,9.0]","[0.3581239791069922,2.7345169187535143,0.17389869767780272,0.15499132513877376,0.3153546993593705,0.8554832753021482]",1
3341,NEKOR322043618,Retired,24623,7538973,Vehicle loan,11087,923,10,9230,9,12,"[24623.0,7538973.0,923.0,9230.0,9.0,12.0]","[0.5693128502518864,3.0322607299868443,0.20343282377263866,0.45328578296289024,2.8381922942343345,1.1406443670695308]",1
3343,NEKOR671650367,Business Owner/Personal Business,15709,9448366,Vehicle loan,13361,742,11,8162,1,18,"[15709.0,9448366.0,742.0,8162.0,1.0,18.0]","[0.3632106390207076,3.80024032243422,0.16353971315200205,0.4008362470794269,0.3153546993593705,1.7109665506042964]",1
3347,NEKOR220698559,Lawyer/Accountant,67919,9351823,Personal loan,55090,6121,3,18363,0,9,"[67919.0,9351823.0,6121.0,18363.0,0.0,9.0]","[1.5703675212710828,3.7614096292277157,1.3490924315409765,0.9018078908502225,0.0,0.8554832753021482]",1
3354,NEKOR487177137,Politician/Family Member or Close Asscociates,3451,7851490,Vehicle loan,3020,335,9,3015,2,9,"[3451.0,7851490.0,335.0,3015.0,2.0,9.0]","[0.0797911971010543,3.157958623659271,0.07383531523708987,0.14806680776090078,0.630709398718741,0.8554832753021482]",1
3379,NEKOR526409874,Politician/Family Member or Close Asscociates,12189,9228045,Occupational Loans,10397,3465,3,10395,4,3,"[12189.0,9228045.0,3465.0,10395.0,4.0,3.0]","[0.2818240804012607,3.7116247091018164,0.7636996038701983,0.5104989939219117,1.261418797437482,0.2851610917673827]",1
3417,NEKOR385219426,Business Owner/Personal Business,27201,7821229,Vehicle loan,24350,8116,3,24348,0,3,"[27201.0,7821229.0,8116.0,24348.0,0.0,3.0]","[0.6289192559680608,3.145787305105652,1.7887982640723028,1.1957315540173838,0.0,0.2851610917673827]",1
3420,NEKOR460290307,Politician/Family Member or Close Asscociates,9143,8039443,Personal loan,6054,2018,3,6054,2,3,"[9143.0,8039443.0,2018.0,6054.0,2.0,3.0]","[0.21139696177772802,3.233555459061549,0.44477512283118614,0.2973122567776097,0.630709398718741,0.2851610917673827]",1
3422,NEKOR648885344,Lawyer/Accountant,67002,9575405,Vehicle loan,10571,587,15,8805,2,18,"[67002.0,9575405.0,587.0,8805.0,2.0,18.0]","[1.5491653979034599,3.851336853868515,0.12937710460946794,0.43241401072462066,0.630709398718741,1.7109665506042964]",1
3446,NEKOR917707845,Business Owner/Personal Business,7252,7499765,Personal loan,6434,2144,3,6432,2,3,"[7252.0,7499765.0,2144.0,6432.0,2.0,3.0]","[0.1676748077012013,3.0164908262212617,0.4725460175173752,0.31587585655658834,0.630709398718741,0.2851610917673827]",1
3454,NEKOR625127390,Retired,11729,7885292,Personal loan,7297,1216,5,6080,6,6,"[11729.0,7885292.0,1216.0,6080.0,6.0,6.0]","[0.2711883369453103,3.1715541727075323,0.2680111741143322,0.29858911813806854,1.8921281961562229,0.5703221835347654]",1
3458,NEKOR360287195,Business Owner/Personal Business,61047,6832988,Occupational Loans,50195,4182,7,29274,5,12,"[61047.0,6832988.0,4182.0,29274.0,5.0,12.0]","[1.4114787625117535,2.7483055292639125,0.9217292188701787,1.4376476717720097,1.5767734967968525,1.1406443670695308]",1
3469,NEKOR731761076,Lawyer/Accountant,83973,9214375,Personal loan,42361,2353,11,25883,7,18,"[83973.0,9214375.0,2353.0,25883.0,7.0,18.0]","[1.9415549678837531,3.7061264795446975,0.518610438068276,1.271115484336781,2.2074828955155934,1.7109665506042964]",1
3472,NEKOR387646207,Business Owner/Personal Business,252272,8711317,Occupational Loans,222735,9280,13,120640,2,24,"[252272.0,8711317.0,9280.0,120640.0,2.0,24.0]","[5.83282668069463,3.503790827419969,2.04534843403043,5.924636712529044,0.630709398718741,2.2812887341390615]",1
3516,NEKOR271591340,Retired,28853,6401220,Personal loan,18218,1012,9,9108,5,18,"[28853.0,6401220.0,1012.0,9108.0,5.0,18.0]","[0.6671154476837785,2.5746435263803686,0.22304877319383568,0.44729435657919875,1.5767734967968525,1.7109665506042964]",1
3530,NEKOR253103499,Politician/Family Member or Close Asscociates,13592,9686129,Occupational Loans,7754,323,13,4199,10,24,"[13592.0,9686129.0,323.0,4199.0,10.0,24.0]","[0.3142630979419096,3.895871306647038,0.07119046812411949,0.2062131097141036,3.153546993593705,2.2812887341390615]",1
3534,NEKOR007173131,Business Owner/Personal Business,44328,9795845,Occupational Loans,41236,2290,6,13740,3,18,"[44328.0,9795845.0,2290.0,13740.0,3.0,18.0]","[1.024915730250807,3.940000330355073,0.5047249907251815,0.6747721189501746,0.9460640980781114,1.7109665506042964]",1
3536,NEKOR648611763,Retired,16846,7249536,Occupational Loans,15338,2556,4,10224,1,6,"[16846.0,7249536.0,2556.0,10224.0,1.0,6.0]","[0.389499422302046,2.915845874952186,0.5633524350626917,0.5021011749742784,0.3153546993593705,0.5703221835347654]",1
3540,NEKOR715494468,Lawyer/Accountant,13813,7247782,Vehicle loan,12163,675,3,2025,9,18,"[13813.0,7247782.0,675.0,2025.0,9.0,18.0]","[0.31937287903705097,2.915140396192626,0.14877265010458407,0.09944785595881395,2.8381922942343345,1.7109665506042964]",1
3552,NEKOR407961524,Politician/Family Member or Close Asscociates,6889,7466807,Personal loan,4429,738,3,2214,0,6,"[6889.0,7466807.0,738.0,2214.0,0.0,6.0]","[0.15928181884357084,3.003234743577259,0.1626580974476786,0.10872965584830326,0.0,0.5703221835347654]",1
3557,NEKOR849610315,Business Owner/Personal Business,11503,7606340,Vehicle loan,4618,384,4,1536,10,12,"[11503.0,7606340.0,384.0,1536.0,10.0,12.0]","[0.265962949943039,3.059356503986436,0.08463510761505227,0.07543304037172258,3.153546993593705,1.1406443670695308]",1
3563,NEKOR802831416,Retired,29777,6662712,Vehicle loan,7270,605,3,1815,9,12,"[29777.0,6662712.0,605.0,1815.0,9.0,12.0]","[0.6884794193213832,2.6798185844162203,0.1333443752789235,0.08913474497049251,2.8381922942343345,1.1406443670695308]",1
3600,NEKOR578074374,Business Owner/Personal Business,54800,8388946,Personal loan,5482,228,21,4788,0,24,"[54800.0,8388946.0,228.0,4788.0,0.0,24.0]","[1.2670407421436614,3.3741295428144147,0.05025209514643729,0.235138930533729,0.0,2.2812887341390615]",1
3606,NEKOR674495950,Politician/Family Member or Close Asscociates,10174,7399385,Vehicle loan,3004,166,3,498,3,18,"[10174.0,7399385.0,166.0,498.0,3.0,18.0]","[0.2352348998279126,2.9761168479517974,0.03658705172942364,0.02445680605801943,0.9460640980781114,1.7109665506042964]",1
3627,NEKOR671317256,Business Owner/Personal Business,272171,7712399,Occupational Loans,11044,460,24,11040,5,24,"[272171.0,7712399.0,460.0,11040.0,5.0,24.0]","[6.29291506989019,3.1020146406798124,0.10138580599719804,0.542174977671756,1.5767734967968525,2.2812887341390615]",1
3628,NEKOR660573183,Retired,23783,8853921,Vehicle loan,23110,2567,6,15402,5,9,"[23783.0,8853921.0,2567.0,15402.0,5.0,9.0]","[0.5498910578540638,3.561147778975445,0.5657768782495812,0.7563930259148901,1.5767734967968525,0.8554832753021482]",1
3635,NEKOR136277647,Politician/Family Member or Close Asscociates,3227,7482406,Occupational Loans,3152,350,9,3150,1,9,"[3227.0,7482406.0,350.0,3150.0,1.0,9.0]","[0.07461205246163495,3.009508838885342,0.07714137412830285,0.1546966648248217,0.3153546993593705,0.8554832753021482]",1
3641,NEKOR650820383,Lawyer/Accountant,46979,6927317,Personal loan,26009,2889,6,17334,3,9,"[46979.0,6927317.0,2889.0,17334.0,3.0,9.0]","[1.0862099822110778,2.7862457264763085,0.6367469424476199,0.8512736470074475,0.9460640980781114,0.8554832753021482]",1
3642,NEKOR006212286,Politician/Family Member or Close Asscociates,10862,9472390,Personal loan,5105,850,5,4250,6,6,"[10862.0,9472390.0,850.0,4250.0,6.0,6.0]","[0.2511422726489863,3.809903048614192,0.1873433371687355,0.20871772238269595,1.8921281961562229,0.5703221835347654]",1
3643,NEKOR496372408,Retired,7379,6349709,Vehicle loan,6222,691,7,4837,6,9,"[7379.0,6349709.0,691.0,4837.0,6.0,9.0]","[0.17061119774230069,2.553925216013379,0.15229911292187792,0.23754532309767065,1.8921281961562229,0.8554832753021482]",1
3652,NEKOR603753690,Retired,8677,6957299,Occupational Loans,5849,649,5,3245,6,9,"[8677.0,6957299.0,649.0,3245.0,6.0,9.0]","[0.2006224912332217,2.79830482805506,0.14304214802648157,0.15936211979572903,1.8921281961562229,0.8554832753021482]",1
3660,NEKOR827894562,Business Owner/Personal Business,208401,7042386,Occupational Loans,136412,22735,3,68205,5,6,"[208401.0,7042386.0,22735.0,68205.0,5.0,6.0]","[4.8184773303554955,2.832527787698554,5.010883259448472,3.34955111884983,1.5767734967968525,0.5703221835347654]",1
3710,NEKOR388543349,Retired,31470,7807292,Vehicle loan,14292,595,4,2380,2,24,"[31470.0,7807292.0,595.0,2380.0,2.0,24.0]","[0.7276235794755661,3.14018168511022,0.13114033601811484,0.11688192453430973,0.630709398718741,2.2812887341390615]",1
3727,NEKOR488656141,Politician/Family Member or Close Asscociates,28520,9292560,Vehicle loan,20942,872,9,7848,2,24,"[28520.0,9292560.0,872.0,7848.0,2.0,24.0]","[0.6594160942689274,3.7375733762472088,0.19219222354251453,0.38541569064927006,0.630709398718741,2.2812887341390615]",1
3753,NEKOR998805809,Politician/Family Member or Close Asscociates,10096,8466183,Personal loan,7567,840,7,5880,6,9,"[10096.0,8466183.0,840.0,5880.0,6.0,9.0]","[0.23343144767668622,3.405195143129205,0.18513929790792685,0.2887671076730005,1.8921281961562229,0.8554832753021482]",1
3757,NEKOR479343993,Business Owner/Personal Business,172059,8133023,Vehicle loan,167213,18579,9,167211,2,9,"[172059.0,8133023.0,18579.0,167211.0,2.0,9.0]","[3.9782073549725587,3.271194399950735,4.094884542656397,8.211740959372465,0.630709398718741,0.8554832753021482]",1
3776,NEKOR159022225,Retired,4245,7701970,Occupational Loans,3400,377,8,3016,0,9,"[4245.0,7701970.0,377.0,3016.0,0.0,9.0]","[0.0981494151532818,3.0978199782035,0.08309228013248622,0.1481159178132261,0.0,0.8554832753021482]",1
3778,NEKOR967581523,Business Owner/Personal Business,368176,7568448,Occupational Loans,52850,5872,6,35232,3,9,"[368176.0,7568448.0,5872.0,35232.0,3.0,9.0]","[8.512664092691326,3.044115910396213,1.294211853946841,1.7302453635263868,0.9460640980781114,0.8554832753021482]",1
3782,NEKOR628438474,Business Owner/Personal Business,18497,8959360,Personal loan,7115,197,27,5319,5,36,"[18497.0,8959360.0,197.0,5319.0,5.0,36.0]","[0.4276724928363377,3.603556544613561,0.043419573437930466,0.26121636831848466,1.5767734967968525,3.4219331012085927]",1
3783,NEKOR683331520,Retired,23987,9206321,Occupational Loans,14072,586,16,9376,9,24,"[23987.0,9206321.0,586.0,9376.0,9.0,24.0]","[0.5546077788649636,3.702887069094585,0.12915670068338705,0.4604558506023899,2.8381922942343345,2.2812887341390615]",1
3794,NEKOR493290282,Politician/Family Member or Close Asscociates,7482,9902376,Vehicle loan,6587,548,12,6576,7,12,"[7482.0,9902376.0,548.0,6576.0,7.0,12.0]","[0.17299267942917654,3.9828483108195516,0.12078135149231418,0.3229477040914373,2.2074828955155934,1.1406443670695308]",1
3796,NEKOR790928004,Lawyer/Accountant,23070,7241587,Occupational Loans,6762,751,3,2253,9,9,"[23070.0,7241587.0,751.0,2253.0,9.0,9.0]","[0.5334056554973406,2.912648696696916,0.16552334848672984,0.11064494788899153,2.8381922942343345,0.8554832753021482]",1
3797,NEKOR910295410,Business Owner/Personal Business,13971,7800240,Personal loan,10768,897,12,10764,0,12,"[13971.0,7800240.0,897.0,10764.0,0.0,12.0]","[0.3230260257023557,3.137345290462319,0.19770232169453616,0.5286206032299622,0.0,1.1406443670695308]",1
3830,NEKOR299585297,Business Owner/Personal Business,335407,8197954,Occupational Loans,332666,18481,8,147848,4,18,"[335407.0,8197954.0,18481.0,147848.0,4.0,18.0]","[7.755006098543412,3.29731038702998,4.073284957900472,7.260823016196901,1.261418797437482,1.7109665506042964]",1
3851,NEKOR131759926,Business Owner/Personal Business,128822,8819914,Personal loan,118821,4950,13,64350,10,24,"[128822.0,8819914.0,4950.0,64350.0,10.0,24.0]","[2.9785168336574954,3.5474697765943963,1.0909994341002833,3.1602318671356433,3.153546993593705,2.2812887341390615]",1
3855,NEKOR508332719,Politician/Family Member or Close Asscociates,9081,7899202,Occupational Loans,3124,1041,3,3123,7,3,"[9081.0,7899202.0,1041.0,3123.0,7.0,3.0]","[0.2099634485293173,3.1771489329957197,0.22944048705018077,0.15337069341203752,2.2074828955155934,0.2851610917673827]",1
3860,NEKOR252576517,Lawyer/Accountant,92550,9571923,Occupational Loans,7215,400,4,1600,3,18,"[92550.0,9571923.0,400.0,1600.0,3.0,18.0]","[2.139865340974377,3.8499363538452602,0.08816157043234613,0.07857608372054435,0.9460640980781114,1.7109665506042964]",1
3868,NEKOR899232193,Business Owner/Personal Business,158446,8839792,Personal loan,10245,853,9,7677,5,12,"[158446.0,8839792.0,853.0,7677.0,5.0,12.0]","[3.6634587122207036,3.555464934395158,0.1880045489469781,0.3770178717016369,1.5767734967968525,1.1406443670695308]",1
3878,NEKOR394459774,Lawyer/Accountant,52028,9607362,Occupational Loans,4829,268,11,2948,1,18,"[52028.0,9607362.0,268.0,2948.0,1.0,18.0]","[1.2029488272308468,3.864190322921685,0.0590682521896719,0.14477643425510298,0.3153546993593705,1.7109665506042964]",1
3885,NEKOR833378781,Business Owner/Personal Business,198658,6904689,Occupational Loans,182928,15244,10,152440,10,12,"[198658.0,6904689.0,15244.0,152440.0,10.0,12.0]","[4.5932076597221805,2.7771444873820523,3.3598374491767107,7.486336376474863,3.153546993593705,1.1406443670695308]",1
3897,NEKOR462550173,Retired,15029,7564328,Personal loan,4444,740,4,2960,7,6,"[15029.0,7564328.0,740.0,2960.0,7.0,6.0]","[0.3474882356510417,3.042458799512868,0.1630989052998403,0.14536575488300707,2.2074828955155934,0.5703221835347654]",1
3910,NEKOR738210139,Business Owner/Personal Business,25175,8174531,Personal loan,22514,3752,5,18760,5,6,"[25175.0,8174531.0,3752.0,18760.0,5.0,6.0]","[0.5820757423990269,3.2878893898890587,0.8269555306554066,0.9213045816233826,1.5767734967968525,0.5703221835347654]",1
3917,NEKOR322347743,Politician/Family Member or Close Asscociates,22368,7416233,Vehicle loan,7153,198,28,5544,9,36,"[22368.0,7416233.0,198.0,5544.0,9.0,36.0]","[0.5171745861363032,2.9828933052728166,0.04363997736401133,0.2722661300916862,2.8381922942343345,3.4219331012085927]",1
3928,NEKOR519276392,Business Owner/Personal Business,53962,6395922,Personal loan,51840,2880,15,43200,6,18,"[53962.0,6395922.0,2880.0,43200.0,6.0,18.0]","[1.2476651921086908,2.572512610492028,0.6347633071128921,2.1215542604546975,1.8921281961562229,1.7109665506042964]",1
3940,NEKOR928284819,Retired,33829,9387253,Occupational Loans,21736,3622,4,14488,2,6,"[33829.0,9387253.0,3622.0,14488.0,2.0,6.0]","[0.7821664464594511,3.7756599784017255,0.7983030202648941,0.7115064380895292,0.630709398718741,0.5703221835347654]",1
3946,NEKOR162051104,Politician/Family Member or Close Asscociates,3777,7943132,Occupational Loans,3586,199,5,995,2,18,"[3777.0,7943132.0,199.0,995.0,2.0,18.0]","[0.08732870224592353,3.1948180788950777,0.0438603812900922,0.048864502063713525,0.630709398718741,1.7109665506042964]",1
3951,NEKOR506155416,Business Owner/Personal Business,191195,8117018,Vehicle loan,16811,1400,6,8400,5,12,"[191195.0,8117018.0,1400.0,8400.0,5.0,12.0]","[4.420654282740097,3.2647570068225944,0.3085654965132114,0.4125244395328579,1.5767734967968525,1.1406443670695308]",1
3979,NEKOR170715703,Lawyer/Accountant,9662,7512824,Personal loan,5727,954,6,5724,2,6,"[9662.0,7512824.0,954.0,5724.0,2.0,6.0]","[0.22339685493781125,3.021743304625535,0.2102653454811455,0.2811059395102474,0.630709398718741,0.5703221835347654]",1
3983,NEKOR656991176,Business Owner/Personal Business,220835,7164248,Vehicle loan,159957,8886,10,88860,3,18,"[220835.0,7164248.0,8886.0,88860.0,3.0,18.0]","[5.105966100206121,2.881542070821422,1.958509287154569,4.363919249629732,0.9460640980781114,1.7109665506042964]",1
4020,NEKOR340804104,Retired,7852,6890712,Vehicle loan,4316,1438,3,4314,7,3,"[7852.0,6890712.0,1438.0,4314.0,7.0,3.0]","[0.18154751655678886,2.7715227789314416,0.3169408457042843,0.21186076573151771,2.2074828955155934,0.2851610917673827]",1
4029,NEKOR190752637,Retired,7310,8937004,Personal loan,5509,306,13,3978,0,18,"[7310.0,8937004.0,306.0,3978.0,0.0,18.0]","[0.16901583622390812,3.594564707014516,0.06744360138074477,0.1953597881502034,0.0,1.7109665506042964]",1
4046,NEKOR016111335,Lawyer/Accountant,25690,7741269,Vehicle loan,14848,824,11,9064,10,18,"[25690.0,7741269.0,824.0,9064.0,10.0,18.0]","[0.5939831508334062,3.1136264832046123,0.181612835090633,0.4451335142768838,3.153546993593705,1.7109665506042964]",1
4063,NEKOR713969552,Lawyer/Accountant,27011,9271792,Occupational Loans,7448,620,9,5580,0,12,"[27011.0,9271792.0,620.0,5580.0,0.0,12.0]","[0.6245262314971247,3.729220250318735,0.13665043417013648,0.27403409197539846,0.0,1.1406443670695308]",1
4100,NEKOR237454109,Politician/Family Member or Close Asscociates,3771,8862208,Occupational Loans,3650,202,17,3434,1,18,"[3771.0,8862208.0,202.0,3434.0,1.0,18.0]","[0.08718997515736765,3.56448090467697,0.04452159306833479,0.16864391968521833,0.3153546993593705,1.7109665506042964]",1
4103,NEKOR674673848,Politician/Family Member or Close Asscociates,4982,7905091,Occupational Loans,4559,1519,3,4557,0,3,"[4982.0,7905091.0,1519.0,4557.0,0.0,3.0]","[0.11518972586422849,3.179517555809317,0.3347935637168344,0.2237945084465754,0.0,0.2851610917673827]",1
4107,NEKOR722381962,Business Owner/Personal Business,8568,9976256,Vehicle loan,5453,454,12,5448,5,12,"[8568.0,9976256.0,454.0,5448.0,5.0,12.0]","[0.19810228245778996,4.012563687533519,0.10006338244071285,0.2675515650684535,1.5767734967968525,1.1406443670695308]",1
4111,NEKOR047393361,Politician/Family Member or Close Asscociates,7441,9921608,Vehicle loan,6936,578,3,1734,4,12,"[7441.0,9921608.0,578.0,1734.0,4.0,12.0]","[0.1720447109907114,3.990583640069186,0.12739346927474013,0.08515683073213995,1.261418797437482,1.1406443670695308]",1
4113,NEKOR679990181,Business Owner/Personal Business,284848,6375439,Vehicle loan,226148,12563,15,188445,8,18,"[284848.0,6375439.0,12563.0,188445.0,8.0,18.0]","[6.586022286827329,2.564274114806698,2.7689345233539107,9.25454381044874,2.522837594874964,1.7109665506042964]",1
4134,NEKOR228277033,Politician/Family Member or Close Asscociates,5775,6649189,Vehicle loan,3968,220,7,1540,9,18,"[5775.0,6649189.0,220.0,1540.0,9.0,18.0]","[0.13352482273503,2.6743794799318814,0.048488863737790364,0.07562948058102395,2.8381922942343345,1.7109665506042964]",1
4142,NEKOR846646876,Business Owner/Personal Business,17084,7753285,Personal loan,16904,704,12,8448,5,24,"[17084.0,7753285.0,704.0,8448.0,5.0,24.0]","[0.39500226348142903,3.1184594551401164,0.15516436396092917,0.4148817220444742,1.5767734967968525,2.2812887341390615]",1
4146,NEKOR422128230,Business Owner/Personal Business,482722,9643766,Vehicle loan,78938,3289,3,9867,3,24,"[482722.0,9643766.0,3289.0,9867.0,3.0,24.0]","[11.161102940311542,3.8788324259792826,0.7249085128799659,0.484568886294132,0.9460640980781114,2.2812887341390615]",1
4159,NEKOR880878419,Politician/Family Member or Close Asscociates,27445,8939366,Vehicle loan,7230,2410,3,7230,6,3,"[27445.0,8939366.0,2410.0,7230.0,6.0,3.0]","[0.6345608242359997,3.5955147302927832,0.5311734618548853,0.3550656783122098,1.8921281961562229,0.2851610917673827]",1
