Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
5990,NEKOR577385561,Police/Military,15253,1833745,Personal loan,8720,484,12,5808,6,18,"[15253.0,1833745.0,484.0,5808.0,6.0,18.0]","[0.3526673802904611,0.7375531060145362,0.1066755002231388,0.285231183905576,1.8921281961562229,1.7109665506042964]",0
5992,NEKOR059784981,Other,34896,3139979,Occupational Loans,20383,849,8,6792,10,24,"[34896.0,3139979.0,849.0,6792.0,10.0,24.0]","[0.8068367470409709,1.2629352850425861,0.18712293324265464,0.3335554753937108,3.153546993593705,2.2812887341390615]",0
5997,NEKOR594385023,Tour Guide,9359,3169722,Vehicle loan,4509,1503,3,4509,2,3,"[9359.0,3169722.0,1503.0,4509.0,2.0,3.0]","[0.21639113696573953,1.2748982581016486,0.33126710089954053,0.22143722593495907,0.630709398718741,0.2851610917673827]",0
6002,NEKOR606701314,Judge/Attorney,72735,1223160,Vehicle loan,27224,756,8,6048,10,36,"[72735.0,1223160.0,756.0,6048.0,10.0,36.0]","[1.6817191310185986,0.4919688708913944,0.16662536811713416,0.29701759646365766,3.153546993593705,3.4219331012085927]",0
6003,NEKOR538144361,Street Vendor,14634,2497307,Personal loan,4470,1490,3,4470,1,3,"[14634.0,2497307.0,1490.0,4470.0,1.0,3.0]","[0.3383553689877799,1.0044452933869448,0.3284018498604893,0.2195219338942708,0.3153546993593705,0.2851610917673827]",0
6009,NEKOR638649980,Street Vendor,6656,1497468,Personal loan,4918,204,14,2856,7,24,"[6656.0,1497468.0,204.0,2856.0,7.0,24.0]","[0.1538945835713177,0.6022986699663123,0.04496240092049652,0.14025830944117168,2.2074828955155934,2.2812887341390615]",0
6017,NEKOR105295938,Docter/Nurse/Pharmacist,8454,1336034,Personal loan,8298,2766,3,8298,7,3,"[8454.0,1336034.0,2766.0,8298.0,7.0,3.0]","[0.19546646777522833,0.5373680781357412,0.6096372595396734,0.40751521419567316,2.2074828955155934,0.2851610917673827]",0
6025,NEKOR053216115,Lawyer/Accountant,18019,1503356,Vehicle loan,11488,1276,6,7656,5,9,"[18019.0,1503356.0,1276.0,7656.0,5.0,9.0]","[0.4166205681147196,0.60466689056853,0.28123540967918415,0.3759865606028048,1.5767734967968525,0.8554832753021482]",0
6032,NEKOR432796877,Police/Military,15313,1708809,Occupational Loans,10213,3404,3,10212,7,3,"[15313.0,1708809.0,3404.0,10212.0,7.0,3.0]","[0.3540546511760198,0.6873024251112305,0.7502549643792654,0.5015118543463744,2.2074828955155934,0.2851610917673827]",0
6035,NEKOR191568283,Other,3827,3108915,Occupational Loans,3212,133,11,1463,10,24,"[3827.0,3108915.0,133.0,1463.0,10.0,24.0]","[0.08848476131722248,1.2504409907512668,0.029313722168755083,0.07184800655197275,3.153546993593705,2.2812887341390615]",0
6036,NEKOR119456186,Lawyer/Accountant,131149,1937474,Occupational Loans,24123,2680,5,13400,7,9,"[131149.0,1937474.0,2680.0,13400.0,7.0,9.0]","[3.032319822835749,0.7792740901937878,0.590682521896719,0.658074701159559,2.2074828955155934,0.8554832753021482]",0
6040,NEKOR861484427,Judge/Attorney,60882,1392564,Vehicle loan,13985,1165,3,3495,6,12,"[60882.0,1392564.0,1165.0,3495.0,6.0,12.0]","[1.407663767576467,0.5601050874162037,0.2567705738842081,0.17163963287706407,1.8921281961562229,1.1406443670695308]",0
6045,NEKOR227462918,Street Vendor,63607,1344082,Personal loan,6456,538,5,2690,4,12,"[63607.0,1344082.0,538.0,2690.0,4.0,12.0]","[1.4706689869622602,0.5406050753175767,0.11857731223150553,0.1321060407551652,1.261418797437482,1.1406443670695308]",0
6046,NEKOR588599273,Politician/Family Member or Close Asscociates,11466,2509537,Occupational Loans,4003,166,21,3486,5,24,"[11466.0,2509537.0,166.0,3486.0,5.0,24.0]","[0.26510746623027776,1.0093643385576516,0.03658705172942364,0.17119764240613602,1.5767734967968525,2.2812887341390615]",0
6048,NEKOR668063587,Business Owner/Personal Business,387176,1628637,Vehicle loan,102560,4273,19,81187,4,24,"[387176.0,1628637.0,4273.0,81187.0,4.0,24.0]","[8.95196653978493,0.6550563343977467,0.9417859761435374,3.987097818137397,1.261418797437482,2.2812887341390615]",0
6054,NEKOR092567422,Street Vendor,51141,1971565,Personal loan,15330,1277,4,5108,2,12,"[51141.0,1971565.0,1277.0,5108.0,2.0,12.0]","[1.1824403393060035,0.7929858783307107,0.281455813605265,0.25085414727783784,0.630709398718741,1.1406443670695308]",0
6063,NEKOR117234247,Street Vendor,9874,1831414,Occupational Loans,6303,262,11,2882,0,24,"[9874.0,1831414.0,262.0,2882.0,0.0,24.0]","[0.22829854540011882,0.7366155512890319,0.05774582863318671,0.14153517080163053,0.0,2.2812887341390615]",0
6064,NEKOR643586046,Retired,13772,2140428,Occupational Loans,10275,285,14,3990,5,36,"[13772.0,2140428.0,285.0,3990.0,5.0,36.0]","[0.31842491059858585,0.860904498499236,0.06281511893304662,0.19594910877810748,1.5767734967968525,3.4219331012085927]",0
6065,NEKOR009322601,Police/Military,6882,1582303,Vehicle loan,3594,299,8,2392,6,12,"[6882.0,1582303.0,299.0,2392.0,6.0,12.0]","[0.159119970573589,0.6364202723421842,0.06590077389817872,0.11747124516221381,1.8921281961562229,1.1406443670695308]",0
6071,NEKOR588854236,Street Vendor,6327,1719626,Personal loan,5319,1773,3,5319,6,3,"[6327.0,1719626.0,1773.0,5319.0,6.0,3.0]","[0.14628771488217054,0.6916531456027707,0.3907761609413742,0.26121636831848466,1.8921281961562229,0.2851610917673827]",0
6073,NEKOR489309312,Teacher/Instructor,32578,2122590,Occupational Loans,28060,9353,3,28059,1,3,"[32578.0,2122590.0,9353.0,28059.0,1.0,3.0]","[0.7532418484955511,0.8537298519125583,2.061437920634333,1.3779789581967212,0.3153546993593705,0.2851610917673827]",0
6076,NEKOR553696252,Teacher/Instructor,8946,1510144,Occupational Loans,6004,500,7,3500,8,12,"[8946.0,1510144.0,500.0,3500.0,8.0,12.0]","[0.20684208903681012,0.6073971014122551,0.11020196304043264,0.17188518313869078,2.522837594874964,1.1406443670695308]",0
6077,NEKOR880296393,Docter/Nurse/Pharmacist,58997,1732615,Vehicle loan,50454,2803,4,11212,4,18,"[58997.0,1732615.0,2803.0,11212.0,4.0,18.0]","[1.364080340588496,0.6968774692104821,0.6177922048046655,0.5506219066717146,1.261418797437482,1.7109665506042964]",0
6079,NEKOR501709507,Docter/Nurse/Pharmacist,16819,1447731,Vehicle loan,8846,982,4,3928,9,9,"[16819.0,1447731.0,982.0,3928.0,9.0,9.0]","[0.38887515040354453,0.5822938825864722,0.21643665541140972,0.1929042855339364,2.8381922942343345,0.8554832753021482]",0
6080,NEKOR918271305,Docter/Nurse/Pharmacist,7596,1827253,Occupational Loans,3795,421,4,1684,0,9,"[7596.0,1827253.0,421.0,1684.0,0.0,9.0]","[0.17562849411173817,0.7349419497391291,0.09279005288004429,0.08270132811587294,0.0,0.8554832753021482]",0
6095,NEKOR582386149,Other,31981,2903553,Vehicle loan,5608,623,9,5607,9,9,"[31981.0,2903553.0,623.0,5607.0,9.0,9.0]","[0.7394385031842414,1.1678420574440964,0.13731164594837908,0.27536006338818264,2.8381922942343345,0.8554832753021482]",0
6097,NEKOR114300966,Politician/Family Member or Close Asscociates,17491,1575819,Vehicle loan,13305,2217,4,8868,0,6,"[17491.0,1575819.0,2217.0,8868.0,0.0,6.0]","[0.40441258432180255,0.6338123337578128,0.4886355041212784,0.4355079440211171,0.0,0.5703221835347654]",0
6101,NEKOR701529178,Other,37922,2882833,Vehicle loan,13999,1166,8,9328,3,12,"[37922.0,2882833.0,1166.0,9328.0,3.0,12.0]","[0.876801442035984,1.159508237661836,0.25699097781028896,0.4580985680907736,0.9460640980781114,1.1406443670695308]",0
6102,NEKOR700096277,Police/Military,11178,1258148,Personal loan,4597,766,3,2298,8,6,"[11178.0,1258148.0,766.0,2298.0,8.0,6.0]","[0.25844856597959576,0.5060414426356863,0.16882940737794283,0.11285490024363183,2.522837594874964,0.5703221835347654]",0
6105,NEKOR711188680,Docter/Nurse/Pharmacist,9301,1795359,Personal loan,8898,2966,3,8898,6,3,"[9301.0,1795359.0,2966.0,8898.0,6.0,3.0]","[0.21505010844303274,0.7221138200028638,0.6537180447558465,0.4369812455908773,1.8921281961562229,0.2851610917673827]",0
6107,NEKOR690956569,Docter/Nurse/Pharmacist,44853,1792903,Personal loan,21901,1825,12,21900,6,12,"[44853.0,1792903.0,1825.0,21900.0,6.0,12.0]","[1.037054350499446,0.721125988854928,0.4022371650975792,1.075510145924951,1.8921281961562229,1.1406443670695308]",0
6111,NEKOR601024340,Retired,3150,3143606,Occupational Loans,3068,255,11,2805,1,12,"[3150.0,3143606.0,255.0,2805.0,1.0,12.0]","[0.07283172149183455,1.2643941057158612,0.05620300115062065,0.13775369677257931,0.3153546993593705,1.1406443670695308]",0
6113,NEKOR953533193,Police/Military,14466,1678267,Vehicle loan,14296,2382,4,9528,10,6,"[14466.0,1678267.0,2382.0,9528.0,10.0,6.0]","[0.3344710105082154,0.6750180851599854,0.5250021519246212,0.4679205785558416,3.153546993593705,0.5703221835347654]",0
6115,NEKOR876072388,Politician/Family Member or Close Asscociates,17473,1587166,Personal loan,16407,2734,4,10936,2,6,"[17473.0,1587166.0,2734.0,10936.0,2.0,6.0]","[0.40399640305613493,0.6383762262804628,0.6025843339050857,0.5370675322299207,0.630709398718741,0.5703221835347654]",0
6117,NEKOR649354939,Tour Guide,63066,1688755,Occupational Loans,18273,3045,4,12180,9,6,"[63066.0,1688755.0,3045.0,12180.0,9.0,6.0]","[1.4581604278108056,0.6792364781076856,0.6711299549162348,0.5981604373226439,2.8381922942343345,0.5703221835347654]",0
6127,NEKOR553791377,Tour Guide,27402,2340714,Occupational Loans,24499,1361,17,23137,10,18,"[27402.0,2340714.0,1361.0,23137.0,10.0,18.0]","[0.6335666134346827,0.9414618068443044,0.29996974339605764,1.1362592806513967,3.153546993593705,1.7109665506042964]",0
6129,NEKOR965006977,Docter/Nurse/Pharmacist,20744,1766075,Personal loan,19025,528,27,14256,6,36,"[20744.0,1766075.0,528.0,14256.0,6.0,36.0]","[0.479625787500513,0.7103354619669703,0.11637327297069688,0.7001129059500503,1.8921281961562229,3.4219331012085927]",0
6130,NEKOR803928916,Police/Military,20810,1309434,Vehicle loan,19423,1079,3,3237,3,18,"[20810.0,1309434.0,1079.0,3237.0,3.0,18.0]","[0.4811517854746276,0.5266692554422987,0.23781583624125366,0.15896923937712631,0.9460640980781114,1.7109665506042964]",0
6131,NEKOR843121484,Judge/Attorney,63087,2076243,Occupational Loans,28850,1602,18,28836,10,18,"[63087.0,2076243.0,1602.0,28836.0,10.0,18.0]","[1.4586459726207512,0.8350885611090629,0.3530870895815462,1.4161374688535107,3.153546993593705,1.7109665506042964]",0
6135,NEKOR482089129,Police/Military,4793,1527291,Personal loan,4756,1585,3,4755,9,3,"[4793.0,1527291.0,1585.0,4755.0,9.0,3.0]","[0.11081982257471841,0.614293819935731,0.3493402228381715,0.23351829880699276,2.8381922942343345,0.2851610917673827]",0
6138,NEKOR528857058,Business Owner/Personal Business,38126,2403796,Occupational Loans,19567,815,15,12225,7,24,"[38126.0,2403796.0,815.0,12225.0,7.0,24.0]","[0.8815181630468838,0.9668341050829411,0.17962919975590522,0.6003703896772842,2.2074828955155934,2.2812887341390615]",0
6140,NEKOR835938514,Police/Military,3901,1449796,Occupational Loans,3557,148,10,1480,5,24,"[3901.0,1449796.0,148.0,1480.0,5.0,24.0]","[0.09019572874274494,0.583124449085042,0.032619781059968066,0.07268287744150354,1.5767734967968525,2.2812887341390615]",0
6146,NEKOR360390179,Other,4177,1614371,Vehicle loan,4130,344,12,4128,5,12,"[4177.0,1614371.0,344.0,4128.0,5.0,12.0]","[0.09657717481631521,0.6493183868584742,0.07581895057181766,0.20272629599900444,1.5767734967968525,1.1406443670695308]",0
6150,NEKOR818648121,Business Owner/Personal Business,210059,2847395,Personal loan,148474,4124,30,123720,10,36,"[210059.0,2847395.0,4124.0,123720.0,10.0,36.0]","[4.856812249159769,1.1452546707967903,0.9089457911574885,6.075895673691092,3.153546993593705,3.4219331012085927]",0
6153,NEKOR167089130,Retired,30748,2210709,Occupational Loans,29630,9876,3,29628,7,3,"[30748.0,2210709.0,9876.0,29628.0,7.0,3.0]","[0.7109300864860091,0.889172316458553,2.1767091739746256,1.4550326302951802,2.2074828955155934,0.2851610917673827]",0
6160,NEKOR913835603,Judge/Attorney,5188,2691322,Personal loan,3696,308,5,1540,2,12,"[5188.0,2691322.0,308.0,1540.0,2.0,12.0]","[0.1199526892379802,1.0824803341714653,0.0678844092329065,0.07562948058102395,0.630709398718741,1.1406443670695308]",0
6161,NEKOR327023528,Business Owner/Personal Business,38746,2039628,Personal loan,33365,1853,14,25942,10,18,"[38746.0,2039628.0,1853.0,25942.0,10.0,18.0]","[0.8958532955309909,0.8203615914504014,0.4084084750278434,1.2740129774239761,3.153546993593705,1.7109665506042964]",0
6162,NEKOR526131265,Street Vendor,5903,3072737,Occupational Loans,3904,216,6,1296,4,18,"[5903.0,3072737.0,216.0,1296.0,4.0,18.0]","[0.13648433395755535,1.235889787465426,0.0476072480334669,0.06364662781364093,1.261418797437482,1.7109665506042964]",0
6164,NEKOR428395086,Lawyer/Accountant,74125,1708626,Occupational Loans,18408,767,24,18408,7,24,"[74125.0,1708626.0,767.0,18408.0,7.0,24.0]","[1.7138575732007097,0.6872288204287907,0.1690498113040237,0.9040178432048628,2.2074828955155934,2.2812887341390615]",0
6174,NEKOR576133652,Street Vendor,79970,1814431,Vehicle loan,64648,21549,3,64647,1,3,"[79970.0,1814431.0,21549.0,64647.0,1.0,3.0]","[1.8490008786355583,0.7297847954317862,4.749484203116566,3.1748175526762696,0.3153546993593705,0.2851610917673827]",0
6178,NEKOR496359964,Judge/Attorney,4007,1826715,Vehicle loan,3413,142,6,852,6,24,"[4007.0,1826715.0,142.0,852.0,6.0,24.0]","[0.09264657397389874,0.7347255600169835,0.03129735750348287,0.04184176458118987,1.8921281961562229,2.2812887341390615]",0
6182,NEKOR075036660,Street Vendor,32401,1434822,Vehicle loan,14879,1653,5,8265,0,9,"[32401.0,1434822.0,1653.0,8265.0,0.0,9.0]","[0.7491493993831527,0.577101735889117,0.36432768981167035,0.40589458246893695,0.0,0.8554832753021482]",0
6187,NEKOR541009416,Docter/Nurse/Pharmacist,27296,1564646,Occupational Loans,17402,725,9,6525,1,24,"[27296.0,1564646.0,725.0,6525.0,1.0,24.0]","[0.6311157682035289,0.6293184260151875,0.15979284640862734,0.32044309142284494,0.3153546993593705,2.2812887341390615]",0
6191,NEKOR736336313,Business Owner/Personal Business,12313,1872871,Vehicle loan,10571,880,6,5280,1,12,"[12313.0,1872871.0,880.0,5280.0,1.0,12.0]","[0.28469110689808214,0.7532900284470034,0.19395545495116145,0.25930107627779636,0.3153546993593705,1.1406443670695308]",0
6197,NEKOR781422063,Tour Guide,46565,2546135,Vehicle loan,5090,212,8,1696,10,24,"[46565.0,2546135.0,212.0,1696.0,10.0,24.0]","[1.0766378131007224,1.0240844706228625,0.046725632329143445,0.08329064874377702,3.153546993593705,2.2812887341390615]",0
6203,NEKOR584546026,Judge/Attorney,16695,2553027,Vehicle loan,4311,239,3,717,2,18,"[16695.0,2553027.0,239.0,717.0,2.0,18.0]","[0.3860081239067231,1.0268565114500507,0.052676538333326806,0.035211907517268944,0.630709398718741,1.7109665506042964]",0
6204,NEKOR237577730,Other,53533,2609496,Occupational Loans,3519,586,4,2344,6,6,"[53533.0,2609496.0,586.0,2344.0,6.0,6.0]","[1.2377462052769457,1.0495689858363666,0.12915670068338705,0.11511396265059748,1.8921281961562229,0.5703221835347654]",0
6206,NEKOR364072853,Retired,16630,2038753,Occupational Loans,13962,775,10,7750,10,18,"[16630.0,2038753.0,775.0,7750.0,10.0,18.0]","[0.38450524711403444,0.8200096564933803,0.17081304271267062,0.38060290552138676,3.153546993593705,1.7109665506042964]",0
6210,NEKOR573424061,Tour Guide,6173,2044099,Occupational Loans,5178,575,3,1725,0,9,"[6173.0,2044099.0,575.0,1725.0,0.0,9.0]","[0.14272705294256974,0.8221598785279345,0.12673225749649755,0.08471484026121189,0.0,0.8554832753021482]",0
6215,NEKOR100296660,Other,4360,1607676,Occupational Loans,3274,1091,3,3273,6,3,"[4360.0,1607676.0,1091.0,3273.0,6.0,3.0]","[0.1008083510172694,0.6466255816730382,0.24046068335422405,0.16073720126083854,1.8921281961562229,0.2851610917673827]",0
6216,NEKOR675083735,Street Vendor,48965,3113236,Occupational Loans,45492,5054,8,40432,5,9,"[48965.0,3113236.0,5054.0,40432.0,5.0,9.0]","[1.1321286485230726,1.252178946121882,1.1139214424126933,1.9856176356181559,1.5767734967968525,0.8554832753021482]",0
6226,NEKOR048115410,Other,77457,3090583,Vehicle loan,45528,5058,3,15174,3,9,"[77457.0,3090583.0,5058.0,15174.0,3.0,9.0]","[1.7908973497120726,1.2430676517431394,1.1148030581170167,0.7451959339847125,0.9460640980781114,0.8554832753021482]",0
6228,NEKOR904287421,Politician/Family Member or Close Asscociates,11657,1443221,Occupational Loans,8978,748,3,2244,6,12,"[11657.0,1443221.0,748.0,2244.0,6.0,12.0]","[0.2695236118826398,0.5804799092651404,0.16486213670848723,0.11020295741806346,1.8921281961562229,1.1406443670695308]",0
6229,NEKOR602461133,Police/Military,5042,1346623,Occupational Loans,3963,660,3,1980,1,6,"[5042.0,1346623.0,660.0,1980.0,1.0,6.0]","[0.11657699674978723,0.5416270944327661,0.1454665912133711,0.09723790360417364,0.3153546993593705,0.5703221835347654]",0
6233,NEKOR960862541,Police/Military,27277,1696515,Occupational Loans,10427,579,3,1737,6,18,"[27277.0,1696515.0,579.0,1737.0,6.0,18.0]","[0.6306764657564352,0.6823576384122387,0.12761387320082102,0.08530416088911597,1.8921281961562229,1.7109665506042964]",0
6236,NEKOR493487125,Tour Guide,13756,1636932,Vehicle loan,3380,375,4,1500,6,9,"[13756.0,1636932.0,375.0,1500.0,6.0,9.0]","[0.3180549716957702,0.6583926777903071,0.08265147228032449,0.07366507848801034,1.8921281961562229,0.8554832753021482]",0
6241,NEKOR114604505,Politician/Family Member or Close Asscociates,15482,1831690,Personal loan,8926,2975,3,8925,10,3,"[15482.0,1831690.0,2975.0,8925.0,10.0,3.0]","[0.3579621308370103,0.7367265616297608,0.6557016800905743,0.4383072170036615,3.153546993593705,0.2851610917673827]",0
6246,NEKOR864899687,Other,3966,3139299,Personal loan,3380,93,8,744,2,36,"[3966.0,3139299.0,93.0,744.0,2.0,36.0]","[0.09169860553543359,1.2626617813045584,0.02049756512552047,0.03653787893005313,0.630709398718741,3.4219331012085927]",0
6250,NEKOR479163267,Police/Military,13747,1410511,Vehicle loan,8282,1380,6,8280,5,6,"[13747.0,1410511.0,1380.0,8280.0,5.0,6.0]","[0.31784688106293635,0.5673235750432418,0.3041574179915941,0.40663123325381706,1.5767734967968525,0.5703221835347654]",0
6255,NEKOR017845023,Police/Military,13187,1236461,Vehicle loan,3917,326,11,3586,2,12,"[13187.0,1236461.0,326.0,3586.0,2.0,12.0]","[0.30489901946438797,0.49731868444949506,0.07185167990236209,0.17610864763867004,0.630709398718741,1.1406443670695308]",0
6264,NEKOR274641263,Tour Guide,31330,2537012,Personal loan,22152,923,20,18460,0,24,"[31330.0,2537012.0,923.0,18460.0,0.0,24.0]","[0.724386614075929,1.0204150962081153,0.20343282377263866,0.9065715659257805,0.0,2.2812887341390615]",0
6269,NEKOR615604196,Judge/Attorney,96905,2520128,Vehicle loan,45588,2532,3,7596,10,18,"[96905.0,2520128.0,2532.0,7596.0,10.0,18.0]","[2.2405580860845165,1.0136241592774355,0.5580627408367509,0.37303995746328433,3.153546993593705,1.7109665506042964]",0
6270,NEKOR703667652,Street Vendor,9974,3133479,Occupational Loans,5589,232,21,4872,3,24,"[9974.0,3133479.0,232.0,4872.0,3.0,24.0]","[0.23061066354271675,1.2603209110761435,0.05113371085076075,0.23926417492905758,0.9460640980781114,2.2812887341390615]",0
6273,NEKOR721441293,Tour Guide,32108,2425481,Vehicle loan,19846,551,29,15979,7,36,"[32108.0,2425481.0,551.0,15979.0,7.0,36.0]","[0.7423748932253409,0.9755560588463735,0.12144256327055677,0.7847295261066114,2.2074828955155934,3.4219331012085927]",0
6280,NEKOR965907769,Other,10563,1538200,Personal loan,4964,1654,3,4962,8,3,"[10563.0,1538200.0,1654.0,4962.0,8.0,3.0]","[0.2442290394026185,0.6186815438741807,0.3645480937377512,0.24368407963833819,2.522837594874964,0.2851610917673827]",0
6288,NEKOR205877018,Business Owner/Personal Business,390400,2599633,Personal loan,154636,4295,34,146030,10,36,"[390400.0,2599633.0,4295.0,146030.0,10.0,36.0]","[9.026509228702288,1.0456019750008243,0.9466348625173164,7.171540941069432,3.153546993593705,3.4219331012085927]",0
6289,NEKOR982608092,Lawyer/Accountant,47197,1694244,Personal loan,7867,327,4,1308,9,24,"[47197.0,1694244.0,327.0,1308.0,9.0,24.0]","[1.0912503997619414,0.6814442163695016,0.07207208382844295,0.06423594844154501,2.8381922942343345,2.2812887341390615]",0
6292,NEKOR747089431,Teacher/Instructor,4911,1235004,Personal loan,4097,1365,3,4095,1,3,"[4911.0,1235004.0,1365.0,4095.0,1.0,3.0]","[0.11354812198298396,0.4967326624696325,0.30085135910038113,0.20110566427226823,0.3153546993593705,0.2851610917673827]",0
6293,NEKOR330887375,Retired,7994,3139772,Occupational Loans,7985,221,19,4199,1,36,"[7994.0,3139772.0,221.0,4199.0,1.0,36.0]","[0.18483072431927788,1.2628520272870394,0.04870926766387123,0.2062131097141036,0.3153546993593705,3.4219331012085927]",0
6296,NEKOR141995784,Retired,3772,1535833,Personal loan,3662,203,11,2233,4,18,"[3772.0,1535833.0,203.0,2233.0,4.0,18.0]","[0.08721309633879362,0.6177295095390161,0.04474199699441565,0.10966274684248471,1.261418797437482,1.7109665506042964]",0
6306,NEKOR824867173,Other,41342,2382906,Occupational Loans,16212,450,11,4950,9,36,"[41342.0,2382906.0,450.0,4950.0,9.0,36.0]","[0.955875882512833,0.9584319093661737,0.09918176673638938,0.24309475901043412,2.8381922942343345,3.4219331012085927]",0
6308,NEKOR054147115,Lawyer/Accountant,44766,2757259,Personal loan,39016,1625,7,11375,6,24,"[44766.0,2757259.0,1625.0,11375.0,6.0,24.0]","[1.035042807715386,1.1090009458984396,0.3581563798814061,0.558626845200745,1.8921281961562229,2.2812887341390615]",0
6309,NEKOR643277357,Police/Military,9734,1416309,Occupational Loans,3033,1011,3,3033,7,3,"[9734.0,1416309.0,1011.0,3033.0,7.0,3.0]","[0.22506158000048174,0.5696555966213087,0.22282836926775482,0.1489507887027569,2.2074828955155934,0.2851610917673827]",0
6317,NEKOR171208689,Other,4476,2957325,Vehicle loan,4308,478,4,1912,9,9,"[4476.0,2957325.0,478.0,1912.0,9.0,9.0]","[0.10349040806268299,1.1894697677400283,0.10535307666665361,0.09389842004605051,2.8381922942343345,0.8554832753021482]",0
6323,NEKOR173894783,Police/Military,12250,1769919,Vehicle loan,7704,2568,3,7704,8,3,"[12250.0,1769919.0,2568.0,7704.0,8.0,3.0]","[0.28323447246824546,0.7118815625095866,0.565997282175662,0.3783438431144211,2.522837594874964,0.2851610917673827]",0
6324,NEKOR789001315,Police/Military,6343,1741608,Vehicle loan,5614,1871,3,5613,0,3,"[6343.0,1741608.0,1871.0,5613.0,0.0,3.0]","[0.1466576537849862,0.7004945561459005,0.41237574569729896,0.2756547237021347,0.0,0.2851610917673827]",0
6325,NEKOR684160122,Other,34582,3045520,Occupational Loans,3837,159,17,2703,9,24,"[34582.0,3045520.0,159.0,2703.0,9.0,24.0]","[0.7995766960732135,1.2249428003508613,0.03504422424685758,0.1327444714353946,2.8381922942343345,2.2812887341390615]",0
6327,NEKOR735773984,Docter/Nurse/Pharmacist,31543,1290757,Occupational Loans,6260,521,11,5731,4,12,"[31543.0,1290757.0,521.0,5731.0,4.0,12.0]","[0.7293114257196626,0.5191571535082602,0.11483044548813082,0.28144970987652485,1.261418797437482,1.1406443670695308]",0
6328,NEKOR301449560,Street Vendor,41217,2564784,Occupational Loans,37696,2094,13,27222,4,18,"[41217.0,2564784.0,2094.0,27222.0,4.0,18.0]","[0.9529857348345856,1.0315853106382764,0.4615258212133319,1.3368738444004116,1.261418797437482,1.7109665506042964]",0
6332,NEKOR912611572,Tour Guide,3156,1965046,Vehicle loan,3123,520,3,1560,1,6,"[3156.0,1965046.0,520.0,1560.0,1.0,6.0]","[0.07297044858039042,0.7903638623480583,0.11461004156204996,0.07661168162753075,0.3153546993593705,0.5703221835347654]",0
6341,NEKOR429489080,Politician/Family Member or Close Asscociates,3610,2584160,Personal loan,3034,337,3,1011,7,9,"[3610.0,2584160.0,337.0,1011.0,7.0,9.0]","[0.083467464947785,1.0393785583265522,0.0742761230892516,0.049650262900918965,2.2074828955155934,0.8554832753021482]",0
6342,NEKOR201881539,Police/Military,3080,1233218,Vehicle loan,3053,254,10,2540,5,12,"[3080.0,1233218.0,254.0,2540.0,5.0,12.0]","[0.071213238792016,0.4960143129459299,0.055982597224539785,0.12473953290636416,1.5767734967968525,1.1406443670695308]",0
6347,NEKOR019574672,Teacher/Instructor,3878,1924036,Occupational Loans,3740,311,7,2177,10,12,"[3878.0,1924036.0,311.0,2177.0,10.0,12.0]","[0.08966394156994742,0.773869173676702,0.06854562101114911,0.10691258391226567,3.153546993593705,1.1406443670695308]",0
6349,NEKOR393700499,Street Vendor,26159,1928284,Personal loan,25817,1434,10,14340,3,18,"[26159.0,1928284.0,1434.0,14340.0,3.0,18.0]","[0.6048269849221904,0.7755777676166172,0.31605922999996083,0.7042381503453788,0.9460640980781114,1.7109665506042964]",0
6358,NEKOR283986244,Police/Military,21055,1698847,Occupational Loans,12622,2103,5,10515,5,6,"[21055.0,1698847.0,2103.0,10515.0,5.0,6.0]","[0.4868164749239925,0.6832955953491225,0.4635094565480597,0.5163922002009524,1.5767734967968525,0.5703221835347654]",0
6362,NEKOR914382933,Other,35153,2795228,Vehicle loan,32552,2712,10,27120,5,12,"[35153.0,2795228.0,2712.0,27120.0,5.0,12.0]","[0.8127788906674476,1.12427250976488,0.5977354475313067,1.3318646190632268,1.5767734967968525,1.1406443670695308]",0
6366,NEKOR639565653,Other,63136,1809451,Occupational Loans,51138,5682,7,39774,10,9,"[63136.0,1809451.0,5682.0,39774.0,10.0,9.0]","[1.459778910510624,0.7277817827621117,1.2523351079914766,1.953303221188082,3.153546993593705,0.8554832753021482]",0
6368,NEKOR700934301,Lawyer/Accountant,36264,2273826,Vehicle loan,25508,4251,6,25506,3,6,"[36264.0,2273826.0,4251.0,25506.0,3.0,6.0]","[0.8384665232317104,0.9145586920954706,0.9369370897697584,1.2526009946101277,0.9460640980781114,0.5703221835347654]",0
6370,NEKOR826998511,Police/Military,21854,1304908,Occupational Loans,20260,1125,11,12375,1,18,"[21854.0,1304908.0,1125.0,12375.0,1.0,18.0]","[0.5052902988833499,0.5248488467388958,0.24795441684097347,0.6077368975260853,0.3153546993593705,1.7109665506042964]",0
6381,NEKOR327065783,Police/Military,12934,1418067,Vehicle loan,7947,883,5,4415,3,9,"[12934.0,1418067.0,883.0,4415.0,3.0,9.0]","[0.29904936056361525,0.5703626842263866,0.19461666672940406,0.2168208810163771,0.9460640980781114,0.8554832753021482]",0
6383,NEKOR369130933,Other,8923,1487471,Vehicle loan,7813,325,23,7475,0,24,"[8923.0,1487471.0,325.0,7475.0,0.0,24.0]","[0.20631030186401259,0.5982777628059235,0.07163127597628122,0.3670976411319182,0.0,2.2812887341390615]",0
