Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments
4811,NEKOR866649215,Lawyer/Accountant,7143,3888356,Personal loan,5321,221,18,3978,10,24
4812,NEKOR524420354,Other,76840,497123,Vehicle loan,40506,13502,3,40506,8,3
4813,NEKOR357605623,Charity Officer,10286,32969,Occupational Loans,6703,279,9,2511,10,24
4814,NEKOR349193584,Judge/Attorney,25046,2750046,Personal loan,9018,1002,5,5010,5,9
4815,NEKOR607280854,Docter/Nurse/Pharmacist,50006,1139819,Vehicle loan,30097,1672,11,18392,0,18
4816,NEKOR721086344,Student,10243,84472,Vehicle loan,7781,324,17,5508,9,24
4817,NEKOR965854455,Other,17776,4736037,Occupational Loans,5678,236,3,708,8,24
4818,NEKOR043774566,Other,33975,2471990,Personal loan,12586,2097,6,12582,2,6
4819,NEKOR095186539,Charity Officer,3881,29902,Personal loan,3098,1032,3,3096,7,3
4820,NEKOR656866140,Judge/Attorney,74910,2399803,Occupational Loans,23947,997,24,23928,9,24
4821,NEKOR821742581,Business Owner/Personal Business,81028,9527448,Vehicle loan,57768,19256,3,57768,5,3
4822,NEKOR593162145,Politician/Family Member or Close Asscociates,6822,6045693,Occupational Loans,3971,661,4,2644,0,6
4823,NEKOR743122525,Teacher/Instructor,14970,644473,Personal loan,10570,1761,4,7044,6,6
4824,NEKOR145510417,Retired,21984,9238549,Vehicle loan,4088,227,4,908,1,18
4825,NEKOR647089982,Househusband/Housewife/Unemployed,7411,147183,Vehicle loan,6998,2332,3,6996,3,3
4826,NEKOR418950912,Employee,4228,48335,Vehicle loan,3867,322,3,966,9,12
4827,NEKOR938734704,Student,18510,51143,Personal loan,16955,1412,9,12708,4,12
4828,NEKOR816895672,Lawyer/Accountant,52759,6923753,Vehicle loan,5426,301,10,3010,0,18
4829,NEKOR605899840,Teacher/Instructor,25070,3015908,Personal loan,20115,838,24,20112,10,24
4830,NEKOR765006174,Other,40370,2277270,Occupational Loans,9932,827,7,5789,7,12
4831,NEKOR661247035,Retired,3477,924126,Personal loan,3117,129,8,1032,4,24
4832,NEKOR127649638,Teacher/Instructor,18063,3738257,Vehicle loan,14167,2361,5,11805,8,6
4833,NEKOR440607171,Charity Officer,7867,623588,Personal loan,6364,353,9,3177,4,18
4834,NEKOR995919079,Street Vendor,14161,3917311,Vehicle loan,12665,4221,3,12663,9,3
4835,NEKOR486883512,Judge/Attorney,100558,667442,Occupational Loans,60633,5052,6,30312,9,12
4836,NEKOR618667187,Politician/Family Member or Close Asscociates,5990,3952769,Occupational Loans,3123,520,4,2080,6,6
4837,NEKOR414405879,Househusband/Housewife/Unemployed,5225,151664,Vehicle loan,3055,84,32,2688,0,36
4838,NEKOR505935319,Tour Guide,67400,4083293,Occupational Loans,46138,5126,7,35882,2,9
4839,NEKOR940192024,Charity Officer,10200,401510,Occupational Loans,3749,312,11,3432,6,12
4840,NEKOR802022088,Teacher/Instructor,15429,1695774,Occupational Loans,7146,1191,4,4764,6,6
4841,NEKOR323694694,Agent/Insurance Broker,8667,238144,Occupational Loans,8568,238,12,2856,0,36
4842,NEKOR406456210,Street Vendor,66883,229412,Personal loan,34777,2898,3,8694,6,12
4843,NEKOR183610808,Retired,5302,8967367,Vehicle loan,4594,255,4,1020,4,18
4844,NEKOR840247236,Student,12307,57177,Vehicle loan,9193,255,17,4335,9,36
4845,NEKOR590439359,Judge/Attorney,26790,126893,Vehicle loan,3546,394,5,1970,5,9
4846,NEKOR087678072,Tour Guide,5365,4976164,Vehicle loan,3261,543,3,1629,8,6
4847,NEKOR909633275,Judge/Attorney,11266,1598230,Occupational Loans,3917,1305,3,3915,0,3
4848,NEKOR711122470,Tour Guide,31611,758302,Personal loan,5543,1847,3,5541,5,3
4849,NEKOR355427235,Employee,15960,46148,Occupational Loans,6164,684,5,3420,0,9
4850,NEKOR521326945,Judge/Attorney,132221,4099936,Occupational Loans,118945,39648,3,118944,9,3
4851,NEKOR171586844,Student,4844,128237,Vehicle loan,4233,705,5,3525,2,6
4852,NEKOR489223564,Street Vendor,7531,2520442,Occupational Loans,6317,526,9,4734,10,12
4853,NEKOR394013362,Street Vendor,75306,551898,Vehicle loan,71976,5998,12,71976,0,12
4854,NEKOR566691337,Police/Military,25387,424148,Vehicle loan,16168,1347,6,8082,0,12
4855,NEKOR202308884,Retired,18299,7233295,Personal loan,7555,629,9,5661,5,12
4856,NEKOR927784184,Teacher/Instructor,13767,4864770,Vehicle loan,8669,1444,4,5776,2,6
4857,NEKOR342192418,Househusband/Housewife/Unemployed,5323,156503,Occupational Loans,3757,156,20,3120,5,24
4858,NEKOR667623721,Teacher/Instructor,7712,688509,Occupational Loans,4888,543,8,4344,0,9
4859,NEKOR572525009,Retired,11843,5638198,Personal loan,10532,877,7,6139,2,12
4860,NEKOR167072936,Judge/Attorney,27605,752688,Vehicle loan,14494,4831,3,14493,1,3
4861,NEKOR977675534,Student,26593,11183,Vehicle loan,18269,6089,3,18267,5,3
4862,NEKOR243296253,Street Vendor,33616,1560220,Personal loan,13560,376,22,8272,1,36
4863,NEKOR713972283,Retired,27774,5105621,Occupational Loans,11665,324,35,11340,3,36
4864,NEKOR666211576,Politician/Family Member or Close Asscociates,7006,9004609,Occupational Loans,4346,1448,3,4344,0,3
4865,NEKOR024563368,Tour Guide,87287,1677135,Personal loan,13892,2315,5,11575,6,6
4866,NEKOR874054673,Student,34305,116618,Vehicle loan,33674,1403,6,8418,1,24
4867,NEKOR652606377,Charity Officer,12369,928530,Personal loan,8082,1347,3,4041,7,6
4868,NEKOR795056717,Househusband/Housewife/Unemployed,8562,101246,Personal loan,4818,1606,3,4818,4,3
4869,NEKOR824852121,Charity Officer,9510,721894,Vehicle loan,3888,648,4,2592,2,6
4870,NEKOR602669248,Politician/Family Member or Close Asscociates,10962,4229416,Vehicle loan,7815,434,4,1736,8,18
4871,NEKOR823598109,Student,23644,26919,Vehicle loan,16921,2820,3,8460,5,6
4872,NEKOR284667275,Judge/Attorney,15954,3165501,Occupational Loans,3543,590,4,2360,0,6
4873,NEKOR859465876,Police/Military,4802,1043180,Vehicle loan,3175,132,9,1188,4,24
4874,NEKOR340911228,Business Owner/Personal Business,136524,5102476,Vehicle loan,84793,4710,13,61230,10,18
4875,NEKOR197086544,Judge/Attorney,72062,3819601,Vehicle loan,18701,6233,3,18699,7,3
4876,NEKOR727114686,Agent/Insurance Broker,7943,119196,Occupational Loans,4030,671,5,3355,3,6
4877,NEKOR286272005,Employee,20728,91383,Vehicle loan,19428,809,9,7281,0,24
4878,NEKOR513329474,Lawyer/Accountant,19777,2353111,Occupational Loans,12466,1385,4,5540,4,9
4879,NEKOR147926516,Police/Military,6806,402003,Occupational Loans,3496,291,3,873,3,12
4880,NEKOR848307222,Lawyer/Accountant,57009,8655074,Vehicle loan,48591,4049,10,40490,6,12
4881,NEKOR930988022,Teacher/Instructor,11019,128496,Occupational Loans,8270,229,5,1145,3,36
4882,NEKOR133138568,Teacher/Instructor,13967,1275765,Vehicle loan,3137,348,4,1392,8,9
4883,NEKOR560233395,Docter/Nurse/Pharmacist,6195,1593394,Personal loan,4210,233,14,3262,1,18
4884,NEKOR756672028,Charity Officer,5425,291155,Occupational Loans,4660,776,4,3104,7,6
4885,NEKOR315381925,Docter/Nurse/Pharmacist,15707,1857152,Personal loan,11352,630,5,3150,5,18
4886,NEKOR878635249,Charity Officer,3197,824007,Occupational Loans,3137,87,23,2001,1,36
4887,NEKOR891735958,Other,18758,3737483,Vehicle loan,14889,620,20,12400,9,24
4888,NEKOR889482857,Docter/Nurse/Pharmacist,15491,1897157,Personal loan,13213,1468,9,13212,2,9
4889,NEKOR018516864,Street Vendor,22398,4944014,Personal loan,22340,3723,6,22338,8,6
4890,NEKOR668987426,Docter/Nurse/Pharmacist,7834,944616,Personal loan,4649,774,5,3870,4,6
4891,NEKOR922212744,Student,3741,99533,Vehicle loan,3722,155,18,2790,5,24
4892,NEKOR826552651,Teacher/Instructor,16599,4076269,Personal loan,4281,1427,3,4281,7,3
4893,NEKOR283096347,Judge/Attorney,30374,1255170,Vehicle loan,4316,119,6,714,8,36
4894,NEKOR425189111,Employee,20891,28306,Personal loan,7564,420,11,4620,0,18
4895,NEKOR037767022,Business Owner/Personal Business,30388,5289684,Occupational Loans,23650,1313,16,21008,9,18
4896,NEKOR510137513,Business Owner/Personal Business,105724,3110161,Vehicle loan,52187,1449,35,50715,0,36
4897,NEKOR000451700,Charity Officer,3124,593997,Occupational Loans,3009,125,8,1000,8,24
4898,NEKOR715287288,Politician/Family Member or Close Asscociates,7138,1086903,Occupational Loans,4104,456,6,2736,7,9
4899,NEKOR508397739,Retired,16003,8007652,Occupational Loans,6700,372,13,4836,10,18
4900,NEKOR956161071,Student,31085,33555,Personal loan,10077,1119,8,8952,6,9
4901,NEKOR336314902,Retired,24386,9227155,Vehicle loan,11676,648,14,9072,8,18
4902,NEKOR665210806,Tour Guide,4855,1090696,Personal loan,4228,234,9,2106,6,18
4903,NEKOR645554125,Retired,19029,883123,Vehicle loan,11181,1863,3,5589,7,6
4904,NEKOR157108765,Politician/Family Member or Close Asscociates,11905,3858115,Personal loan,6184,343,11,3773,9,18
4905,NEKOR331227761,Docter/Nurse/Pharmacist,24155,1836279,Occupational Loans,16793,932,11,10252,6,18
4906,NEKOR287096520,Business Owner/Personal Business,262304,5177364,Vehicle loan,90357,3764,24,90336,10,24
4907,NEKOR392952711,Agent/Insurance Broker,15899,421629,Personal loan,10595,588,17,9996,1,18
4908,NEKOR114933894,Business Owner/Personal Business,12920,3675786,Personal loan,5305,294,10,2940,1,18
4909,NEKOR956461730,Lawyer/Accountant,17640,9893799,Personal loan,9166,254,6,1524,5,36
4910,NEKOR868973503,Other,47175,3383512,Personal loan,6084,507,11,5577,1,12
4911,NEKOR698150198,Politician/Family Member or Close Asscociates,9529,1918832,Occupational Loans,3620,100,29,2900,6,36
4912,NEKOR339262007,Judge/Attorney,29861,3072896,Personal loan,9513,3171,3,9513,7,3
4913,NEKOR666892151,Student,15866,138489,Personal loan,3156,263,4,1052,4,12
4914,NEKOR777061137,Business Owner/Personal Business,33115,1856043,Personal loan,31812,3534,9,31806,8,9
4915,NEKOR317574049,Retired,6756,1792838,Personal loan,3318,553,4,2212,8,6
4916,NEKOR515387871,Retired,3606,6334793,Personal loan,3306,1102,3,3306,7,3
4917,NEKOR453497995,Tour Guide,25298,553991,Occupational Loans,13496,1499,9,13491,4,9
4918,NEKOR047055723,Business Owner/Personal Business,21246,6788028,Occupational Loans,7523,313,18,5634,2,24
4919,NEKOR929789185,Politician/Family Member or Close Asscociates,11556,7814897,Personal loan,8636,479,11,5269,7,18
4920,NEKOR162779189,Househusband/Housewife/Unemployed,3745,38613,Vehicle loan,3299,1099,3,3297,10,3
4921,NEKOR447870121,Retired,33003,1630328,Occupational Loans,25549,709,33,23397,8,36
4922,NEKOR697954279,Tour Guide,18072,4272598,Occupational Loans,17698,1966,8,15728,5,9
4923,NEKOR675893692,Employee,3903,74226,Occupational Loans,3260,271,3,813,3,12
4924,NEKOR402600162,Business Owner/Personal Business,7119,4987375,Vehicle loan,6315,2105,3,6315,6,3
4925,NEKOR363800901,Business Owner/Personal Business,333293,1554418,Occupational Loans,118346,19724,3,59172,3,6
4926,NEKOR344328288,Charity Officer,5106,169222,Occupational Loans,4942,549,3,1647,7,9
4927,NEKOR168657063,Police/Military,19369,650334,Personal loan,10623,3541,3,10623,3,3
4928,NEKOR803595809,Student,23216,111121,Personal loan,11777,1962,4,7848,3,6
4929,NEKOR627559858,Business Owner/Personal Business,228755,6263385,Personal loan,79747,13291,4,53164,8,6
4930,NEKOR694210586,Retired,34392,6556867,Vehicle loan,25280,2106,10,21060,8,12
4931,NEKOR669567446,Street Vendor,17359,1283414,Vehicle loan,13358,556,13,7228,3,24
4932,NEKOR312325832,Other,17190,4775126,Occupational Loans,4391,182,22,4004,2,24
4933,NEKOR279929647,Agent/Insurance Broker,17189,302979,Occupational Loans,11295,470,6,2820,2,24
4934,NEKOR849385969,Judge/Attorney,183196,3512010,Occupational Loans,37070,2059,3,6177,5,18
4935,NEKOR382396685,Business Owner/Personal Business,57010,9667786,Vehicle loan,39361,6560,4,26240,3,6
4936,NEKOR378938162,Street Vendor,31551,3645486,Personal loan,15564,648,16,10368,3,24
4937,NEKOR402877724,Househusband/Housewife/Unemployed,3018,170893,Occupational Loans,3004,1001,3,3003,6,3
4938,NEKOR227329201,Househusband/Housewife/Unemployed,6674,83668,Personal loan,4189,174,20,3480,9,24
4939,NEKOR290320384,Lawyer/Accountant,103544,6073656,Personal loan,41355,6892,5,34460,9,6
4940,NEKOR759258230,Lawyer/Accountant,21217,3052403,Personal loan,17972,499,25,12475,5,36
4941,NEKOR889213685,Police/Military,31958,1231683,Personal loan,28265,1570,14,21980,5,18
4942,NEKOR917312835,Lawyer/Accountant,145448,7814741,Vehicle loan,53470,2970,4,11880,9,18
4943,NEKOR958697261,Police/Military,37060,1507847,Occupational Loans,6845,2281,3,6843,0,3
4944,NEKOR877541341,Employee,16978,109152,Personal loan,13234,735,7,5145,0,18
4945,NEKOR038303068,Agent/Insurance Broker,31684,94810,Personal loan,28661,9553,3,28659,1,3
4946,NEKOR163691768,Employee,8703,140881,Personal loan,8453,939,4,3756,1,9
4947,NEKOR668221920,Retired,21727,6368384,Occupational Loans,17666,736,5,3680,1,24
4948,NEKOR423335825,Retired,13290,6846055,Occupational Loans,10134,844,7,5908,3,12
4949,NEKOR664247944,Street Vendor,57908,3312850,Vehicle loan,21239,589,10,5890,5,36
4950,NEKOR382279396,Docter/Nurse/Pharmacist,8011,1741236,Occupational Loans,7639,318,17,5406,4,24
4951,NEKOR679785507,Other,47815,927889,Personal loan,31628,1757,18,31626,6,18
4952,NEKOR495267581,Business Owner/Personal Business,100303,7680580,Vehicle loan,14353,1196,6,7176,8,12
4953,NEKOR796046839,Docter/Nurse/Pharmacist,5060,454455,Occupational Loans,3434,286,10,2860,4,12
4954,NEKOR899669354,Retired,16875,4404778,Personal loan,12688,4229,3,12687,4,3
4955,NEKOR268694112,Docter/Nurse/Pharmacist,42416,459790,Personal loan,26812,2234,10,22340,2,12
4956,NEKOR103611590,Househusband/Housewife/Unemployed,4590,58495,Personal loan,3814,317,3,951,3,12
4957,NEKOR087014418,Retired,23930,6144567,Occupational Loans,8859,246,20,4920,1,36
4958,NEKOR319526325,Politician/Family Member or Close Asscociates,28410,3653045,Occupational Loans,19460,540,21,11340,2,36
4959,NEKOR821497812,Student,24302,130712,Vehicle loan,5563,309,8,2472,8,18
4960,NEKOR119714993,Other,3662,231762,Occupational Loans,3080,85,13,1105,4,36
4961,NEKOR164388058,Street Vendor,76571,4687268,Personal loan,33849,1880,16,30080,1,18
4962,NEKOR503379922,Judge/Attorney,8322,1115522,Occupational Loans,8228,457,8,3656,10,18
4963,NEKOR238607543,Charity Officer,8848,490067,Personal loan,7980,2660,3,7980,8,3
4964,NEKOR179161003,Lawyer/Accountant,75772,5346817,Personal loan,67386,3743,12,44916,5,18
4965,NEKOR000154671,Tour Guide,39900,3067155,Personal loan,39265,1636,15,24540,5,24
4966,NEKOR741749030,Other,36435,701174,Occupational Loans,11971,3990,3,11970,9,3
4967,NEKOR623970973,Police/Military,9953,1503384,Vehicle loan,3178,264,11,2904,7,12
4968,NEKOR812822745,Judge/Attorney,28225,4204628,Vehicle loan,9793,1632,4,6528,5,6
4969,NEKOR226645429,Retired,11459,6980293,Vehicle loan,10540,585,3,1755,3,18
4970,NEKOR266910159,Docter/Nurse/Pharmacist,16763,975093,Vehicle loan,13575,565,23,12995,10,24
4971,NEKOR383036406,Tour Guide,31317,1977773,Vehicle loan,18432,1024,12,12288,1,18
4972,NEKOR891211709,Police/Military,10958,1744043,Vehicle loan,10428,579,11,6369,5,18
4973,NEKOR992122037,Retired,22200,7612199,Occupational Loans,3358,1119,3,3357,4,3
4974,NEKOR532455861,Student,14967,137838,Personal loan,7934,440,11,4840,2,18
4975,NEKOR092972316,Teacher/Instructor,34018,3288249,Personal loan,20860,3476,5,17380,9,6
4976,NEKOR279367207,Employee,35763,113649,Occupational Loans,14918,4972,3,14916,7,3
4977,NEKOR507838467,Agent/Insurance Broker,32221,473849,Personal loan,14321,397,22,8734,3,36
4978,NEKOR537981464,Employee,27429,26806,Personal loan,27046,9015,3,27045,6,3
4979,NEKOR786370787,Other,8659,2447533,Personal loan,3131,130,4,520,4,24
4980,NEKOR401796181,Lawyer/Accountant,131587,3346608,Personal loan,67600,1877,3,5631,6,36
4981,NEKOR586658945,Lawyer/Accountant,28833,4119946,Vehicle loan,17905,1492,11,16412,6,12
4982,NEKOR553894993,Househusband/Housewife/Unemployed,4005,34557,Vehicle loan,3291,182,5,910,3,18
4983,NEKOR844904794,Street Vendor,25111,1079166,Personal loan,11924,3974,3,11922,6,3
4984,NEKOR569648572,Politician/Family Member or Close Asscociates,16708,4819769,Vehicle loan,8863,369,24,8856,4,24
4985,NEKOR574333265,Business Owner/Personal Business,91132,3587898,Personal loan,88799,14799,6,88794,9,6
4986,NEKOR315139747,Street Vendor,63591,2946267,Occupational Loans,24887,691,10,6910,0,36
4987,NEKOR560079005,Teacher/Instructor,3063,3050676,Occupational Loans,3040,337,6,2022,5,9
4988,NEKOR743489380,Other,60743,4238630,Personal loan,10029,278,8,2224,5,36
4989,NEKOR835559547,Retired,13093,1355107,Occupational Loans,12252,680,9,6120,2,18
4990,NEKOR756222841,Employee,24642,65867,Personal loan,23447,651,19,12369,8,36
4991,NEKOR976884967,Charity Officer,10990,131042,Vehicle loan,6397,533,12,6396,6,12
4992,NEKOR891941782,Docter/Nurse/Pharmacist,28554,618036,Personal loan,10015,3338,3,10014,9,3
4993,NEKOR683351663,Police/Military,21088,1370688,Personal loan,9794,544,5,2720,0,18
4994,NEKOR308065474,Judge/Attorney,12566,4062462,Vehicle loan,7517,2505,3,7515,1,3
4995,NEKOR899509418,Tour Guide,29224,3657746,Occupational Loans,24721,1373,4,5492,9,18
4996,NEKOR065944743,Teacher/Instructor,10767,1963008,Occupational Loans,5120,142,15,2130,10,36
4997,NEKOR063330334,Employee,58316,103286,Occupational Loans,5099,849,5,4245,9,6
4998,NEKOR580708305,Police/Military,11312,652026,Personal loan,5338,222,3,666,8,24
4999,NEKOR314408639,Lawyer/Accountant,107935,5691284,Vehicle loan,64287,21429,3,64287,6,3
5000,NEKOR819859162,Student,14384,27176,Vehicle loan,5961,331,5,1655,0,18
5001,NEKOR620256627,Business Owner/Personal Business,17177,6578936,Occupational Loans,16961,942,6,5652,6,18
5002,NEKOR808265291,Politician/Family Member or Close Asscociates,3041,5091264,Vehicle loan,3027,168,12,2016,8,18
5003,NEKOR443889523,Docter/Nurse/Pharmacist,61092,1384714,Vehicle loan,24815,689,30,20670,7,36
5004,NEKOR177176701,Judge/Attorney,50944,1928406,Personal loan,47011,2611,13,33943,6,18
5005,NEKOR527986807,Docter/Nurse/Pharmacist,20224,1263676,Vehicle loan,11525,640,17,10880,2,18
5006,NEKOR230208500,Agent/Insurance Broker,14054,84562,Personal loan,7340,2446,3,7338,8,3
5007,NEKOR770219164,Business Owner/Personal Business,494354,7156137,Occupational Loans,283890,15771,16,252336,2,18
5008,NEKOR898198527,Business Owner/Personal Business,43023,9216989,Vehicle loan,27983,1554,16,24864,5,18
5009,NEKOR025831616,Judge/Attorney,32883,902953,Personal loan,16733,464,7,3248,2,36
5010,NEKOR439448242,Street Vendor,77595,4880380,Vehicle loan,31895,10631,3,31893,6,3
5011,NEKOR199015806,Judge/Attorney,129509,4344160,Vehicle loan,121698,20283,5,101415,8,6
5012,NEKOR005946245,Judge/Attorney,69490,1051440,Vehicle loan,56344,1565,19,29735,6,36
5013,NEKOR634491284,Other,27239,2913912,Vehicle loan,3938,328,4,1312,8,12
5014,NEKOR396432771,Docter/Nurse/Pharmacist,14831,376394,Occupational Loans,9843,273,36,9828,6,36
5015,NEKOR280707305,Other,24944,466442,Vehicle loan,3858,214,8,1712,7,18
5016,NEKOR699564654,Charity Officer,17149,862627,Vehicle loan,14780,1231,8,9848,7,12
5017,NEKOR757644929,Agent/Insurance Broker,14120,356771,Occupational Loans,8516,354,21,7434,9,24
5018,NEKOR230305112,Police/Military,16401,1505310,Vehicle loan,12526,2087,3,6261,4,6
5019,NEKOR943944737,Tour Guide,7943,2582821,Occupational Loans,3307,1102,3,3306,4,3
5020,NEKOR280043504,Judge/Attorney,40555,4349764,Personal loan,23650,985,11,10835,7,24
5021,NEKOR180965054,Police/Military,4049,1716926,Vehicle loan,3630,403,5,2015,9,9
5022,NEKOR657584632,Lawyer/Accountant,30100,9862805,Personal loan,9586,798,12,9576,9,12
5023,NEKOR660543936,Street Vendor,73788,1862039,Personal loan,25113,1046,12,12552,2,24
5024,NEKOR155806354,Agent/Insurance Broker,18413,234099,Occupational Loans,12498,520,12,6240,9,24
5025,NEKOR230885782,Teacher/Instructor,35023,3956885,Personal loan,11328,629,11,6919,2,18
5026,NEKOR646899238,Lawyer/Accountant,63029,7626937,Vehicle loan,28216,4702,5,23510,6,6
5027,NEKOR436651799,Business Owner/Personal Business,384359,2655273,Vehicle loan,166604,13883,9,124947,8,12
5028,NEKOR094338800,Agent/Insurance Broker,12795,496379,Personal loan,6060,252,21,5292,1,24
5029,NEKOR483690835,Politician/Family Member or Close Asscociates,13704,9072733,Occupational Loans,7489,312,21,6552,8,24
5030,NEKOR466605095,Street Vendor,4534,1407622,Vehicle loan,3645,303,9,2727,0,12
5031,NEKOR919745298,Docter/Nurse/Pharmacist,36379,1792777,Vehicle loan,12528,4176,3,12528,0,3
5032,NEKOR177747641,Tour Guide,18433,4511772,Occupational Loans,15301,425,23,9775,9,36
5033,NEKOR274596090,Tour Guide,4936,97508,Vehicle loan,4352,362,3,1086,0,12
5034,NEKOR006858508,Street Vendor,40096,4868071,Vehicle loan,25774,2863,6,17178,7,9
5035,NEKOR105067828,Docter/Nurse/Pharmacist,43236,1047447,Occupational Loans,28924,4820,4,19280,6,6
5036,NEKOR242948049,Politician/Family Member or Close Asscociates,28453,188109,Personal loan,27345,9115,3,27345,1,3
5037,NEKOR962948423,Employee,40167,23501,Personal loan,19637,818,7,5726,5,24
5038,NEKOR837399843,Teacher/Instructor,13419,1716557,Occupational Loans,4536,504,7,3528,5,9
5039,NEKOR287409041,Retired,12339,5395349,Vehicle loan,3505,146,16,2336,8,24
5040,NEKOR789827536,Employee,18765,175628,Occupational Loans,9071,251,23,5773,3,36
5041,NEKOR522045158,Student,15837,17478,Occupational Loans,3190,531,6,3186,6,6
5042,NEKOR527154590,Police/Military,6803,404792,Personal loan,3778,314,9,2826,2,12
5043,NEKOR302574147,Street Vendor,5135,2736266,Personal loan,3100,86,34,2924,10,36
5044,NEKOR571955875,Police/Military,36764,1329629,Vehicle loan,25798,8599,3,25797,1,3
5045,NEKOR260442632,Retired,15377,5918425,Vehicle loan,15015,834,11,9174,5,18
5046,NEKOR942625277,Student,24437,95661,Vehicle loan,6376,708,3,2124,6,9
5047,NEKOR537254712,Business Owner/Personal Business,28193,4226292,Occupational Loans,5482,304,14,4256,5,18
5048,NEKOR079893642,Politician/Family Member or Close Asscociates,8890,2470344,Personal loan,3938,656,4,2624,4,6
5049,NEKOR493156420,Teacher/Instructor,28662,3885837,Occupational Loans,12462,4154,3,12462,10,3
5050,NEKOR397250469,Employee,20513,84155,Personal loan,3629,100,3,300,2,36
5051,NEKOR760239552,Police/Military,3628,790470,Occupational Loans,3535,589,4,2356,9,6
5052,NEKOR438328145,Charity Officer,3062,146687,Personal loan,3049,508,6,3048,7,6
5053,NEKOR202154658,Agent/Insurance Broker,7661,91024,Vehicle loan,5383,1794,3,5382,10,3
5054,NEKOR955694564,Judge/Attorney,15491,3725619,Personal loan,9746,812,3,2436,6,12
5055,NEKOR301359378,Street Vendor,65662,4618912,Vehicle loan,9269,1029,3,3087,5,9
5056,NEKOR263806000,Househusband/Housewife/Unemployed,4371,79882,Vehicle loan,3541,98,32,3136,8,36
5057,NEKOR709827572,Student,16467,102931,Vehicle loan,3214,178,18,3204,1,18
5058,NEKOR426742047,Street Vendor,83471,1867883,Vehicle loan,79425,26475,3,79425,5,3
5059,NEKOR897593108,Politician/Family Member or Close Asscociates,17016,8799570,Occupational Loans,10453,290,29,8410,7,36
5060,NEKOR452452774,Teacher/Instructor,9397,764259,Personal loan,4933,411,3,1233,5,12
5061,NEKOR220221430,Agent/Insurance Broker,15561,362302,Vehicle loan,6661,740,6,4440,10,9
5062,NEKOR020863869,Househusband/Housewife/Unemployed,6011,12589,Vehicle loan,4058,169,15,2535,3,24
5063,NEKOR017877413,Lawyer/Accountant,111298,9983783,Vehicle loan,93227,10358,3,31074,7,9
5064,NEKOR102171642,Agent/Insurance Broker,11364,351437,Vehicle loan,3239,269,4,1076,9,12
5065,NEKOR015861084,Charity Officer,21168,897833,Occupational Loans,7983,1330,3,3990,7,6
5066,NEKOR777108432,Docter/Nurse/Pharmacist,21212,615033,Personal loan,8660,481,4,1924,7,18
5067,NEKOR537246773,Retired,38717,2901234,Occupational Loans,29664,4944,5,24720,3,6
5068,NEKOR657659256,Business Owner/Personal Business,249013,4188913,Occupational Loans,10993,610,18,10980,5,18
5069,NEKOR478677449,Other,56027,4364905,Vehicle loan,42505,1771,17,30107,5,24
5070,NEKOR040539026,Police/Military,3272,655885,Vehicle loan,3251,180,7,1260,4,18
5071,NEKOR040908959,Other,27131,3456238,Personal loan,10414,1735,6,10410,2,6
5072,NEKOR542429514,Police/Military,25358,889000,Vehicle loan,6290,1048,5,5240,5,6
5073,NEKOR106469624,Docter/Nurse/Pharmacist,5126,1066277,Personal loan,3898,1299,3,3897,10,3
5074,NEKOR444936571,Lawyer/Accountant,21285,5517676,Personal loan,7798,2599,3,7797,4,3
5075,NEKOR373429795,Employee,5044,135485,Vehicle loan,4720,786,6,4716,2,6
5076,NEKOR431700539,Charity Officer,5304,369641,Vehicle loan,3083,1027,3,3081,2,3
5077,NEKOR539524748,Street Vendor,58587,228510,Vehicle loan,11381,316,22,6952,0,36
5078,NEKOR907022787,Retired,17297,4100712,Personal loan,11722,1953,3,5859,2,6
5079,NEKOR763282090,Lawyer/Accountant,19896,1041787,Personal loan,9392,1043,8,8344,5,9
5080,NEKOR050286716,Tour Guide,5550,3088935,Vehicle loan,4033,672,4,2688,1,6
5081,NEKOR324948103,Retired,28811,9685651,Occupational Loans,6951,2317,3,6951,5,3
5082,NEKOR771214626,Employee,31709,177130,Personal loan,20970,1165,15,17475,5,18
5083,NEKOR085178704,Employee,49978,175493,Occupational Loans,48226,4018,6,24108,5,12
5084,NEKOR590844380,Student,28830,96820,Personal loan,5187,1729,3,5187,10,3
5085,NEKOR425707336,Other,18204,2432756,Personal loan,12024,2004,4,8016,0,6
5086,NEKOR757880146,Employee,26637,88539,Personal loan,13868,2311,6,13866,10,6
5087,NEKOR588315368,Charity Officer,6064,100367,Vehicle loan,3449,191,9,1719,1,18
5088,NEKOR347947778,Business Owner/Personal Business,71247,3860452,Occupational Loans,65130,7236,8,57888,0,9
5089,NEKOR675062289,Househusband/Housewife/Unemployed,4903,139862,Vehicle loan,3160,351,4,1404,5,9
5090,NEKOR232321394,Retired,12599,9967140,Occupational Loans,8267,344,11,3784,8,24
5091,NEKOR830183953,Judge/Attorney,52558,2722428,Personal loan,16223,2703,6,16218,3,6
5092,NEKOR706098052,Employee,16317,103267,Vehicle loan,15947,442,23,10166,3,36
5093,NEKOR116574638,Street Vendor,41569,1172370,Vehicle loan,36439,6073,4,24292,2,6
5094,NEKOR613558620,Other,6675,2306164,Vehicle loan,5122,1707,3,5121,2,3
