Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
5564,NEKOR269561708,Business Owner/Personal Business,37398,3837065,Vehicle loan,19724,1095,13,14235,10,18,"[37398.0,3837065.0,1095.0,14235.0,10.0,18.0]","[0.8646859429687709,1.543311206699768,0.2413422990585475,0.6990815948512181,3.153546993593705,1.7109665506042964]",3
5569,NEKOR523198792,Retired,11021,6097973,Occupational Loans,9546,1060,3,3180,8,9,"[11021.0,6097973.0,1060.0,3180.0,8.0,9.0]","[0.254818540495717,2.4526741321954684,0.2336281616457172,0.15616996639458192,2.522837594874964,0.8554832753021482]",3
5571,NEKOR137783144,Retired,11464,3404124,Personal loan,5261,1753,3,5259,9,3,"[11464.0,3404124.0,1753.0,5259.0,9.0,3.0]","[0.2650612238674258,1.369177409868126,0.38636808241975684,0.2582697651789642,2.8381922942343345,0.2851610917673827]",3
5574,NEKOR423697474,Tour Guide,9603,3736122,Vehicle loan,7070,392,18,7056,9,18,"[9603.0,3736122.0,392.0,7056.0,9.0,18.0]","[0.22203270523367846,1.5027107834236717,0.0863983390236992,0.3465205292076006,2.8381922942343345,1.7109665506042964]",3
5576,NEKOR300484416,Retired,34074,4744660,Occupational Loans,18627,517,20,10340,10,36,"[34074.0,4744660.0,517.0,10340.0,10.0,36.0]","[0.787831135908816,1.9083562436341635,0.11394882978380735,0.5077979410440179,3.153546993593705,3.4219331012085927]",3
5583,NEKOR154696712,Street Vendor,57808,4972155,Personal loan,46578,3881,10,38810,1,12,"[57808.0,4972155.0,3881.0,38810.0,1.0,12.0]","[1.3365892558730068,1.999857321402761,0.8553876371198382,1.9059611307464541,0.3153546993593705,1.1406443670695308]",3
5585,NEKOR015261347,Judge/Attorney,157007,4731326,Vehicle loan,45182,2510,16,40160,2,18,"[157007.0,4731326.0,2510.0,40160.0,2.0,18.0]","[3.6301873321487195,1.9029931571005407,0.5532138544629719,1.9722597013856633,0.630709398718741,1.7109665506042964]",3
5600,NEKOR716138976,Politician/Family Member or Close Asscociates,7096,4000949,Personal loan,6800,755,3,2265,1,9,"[7096.0,4000949.0,755.0,2265.0,1.0,9.0]","[0.16406790339874855,1.6092272164099983,0.1664049641910533,0.1112342685168956,0.3153546993593705,0.8554832753021482]",3
5620,NEKOR346128380,Other,52188,3737122,Occupational Loans,37088,1030,11,11330,7,36,"[52188.0,3737122.0,1030.0,11330.0,7.0,36.0]","[1.2066482162590035,1.5031129948031243,0.22701604386329124,0.5564168928461047,2.2074828955155934,3.4219331012085927]",3
5621,NEKOR616415919,Retired,7148,4571639,Vehicle loan,3200,1066,3,3198,6,3,"[7148.0,4571639.0,1066.0,3198.0,6.0,3.0]","[0.16527020483289948,1.8387652285498737,0.2349505852022024,0.15705394733643804,1.8921281961562229,0.2851610917673827]",3
5624,NEKOR753451710,Retired,11322,6179898,Occupational Loans,7596,2532,3,7596,1,3,"[11322.0,6179898.0,2532.0,7596.0,1.0,3.0]","[0.26177801610493673,2.4856252994571326,0.5580627408367509,0.37303995746328433,0.3153546993593705,0.2851610917673827]",3
5626,NEKOR726202496,Retired,29271,3416425,Vehicle loan,10194,849,3,2547,9,12,"[29271.0,3416425.0,849.0,2547.0,9.0,12.0]","[0.6767801015198378,1.374125012046774,0.18712293324265464,0.12508330327264156,2.8381922942343345,1.1406443670695308]",3
5629,NEKOR312042789,Other,3059,4154677,Vehicle loan,3031,252,4,1008,10,12,"[3059.0,4154677.0,252.0,1008.0,10.0,12.0]","[0.07072769398207043,1.6710583673505068,0.05554178937237805,0.04950293274394295,3.153546993593705,1.1406443670695308]",3
5637,NEKOR154788081,Teacher/Instructor,20701,4156061,Personal loan,3649,202,18,3636,5,18,"[20701.0,4156061.0,202.0,3636.0,5.0,18.0]","[0.47863157669919587,1.6716150278996693,0.04452159306833479,0.17856415025493705,1.5767734967968525,1.7109665506042964]",3
5643,NEKOR561130001,Other,20291,3911524,Personal loan,5391,898,4,3592,9,6,"[20291.0,3911524.0,898.0,3592.0,9.0,6.0]","[0.4691518923145444,1.5732594638024384,0.19792272562061702,0.17640330795262207,2.8381922942343345,0.5703221835347654]",3
5645,NEKOR011087657,Other,40991,3505761,Personal loan,8152,226,29,6554,8,36,"[40991.0,3505761.0,226.0,6554.0,8.0,36.0]","[0.9477603478323142,1.4100569678415626,0.04981128729427556,0.32186728294027983,2.522837594874964,3.4219331012085927]",3
5646,NEKOR317640034,Business Owner/Personal Business,21999,5042203,Vehicle loan,14999,1666,3,4998,6,9,"[21999.0,5042203.0,1666.0,4998.0,6.0,9.0]","[0.5086428701901169,2.0280314241106656,0.36719294085072157,0.24545204152205044,1.8921281961562229,0.8554832753021482]",3
5663,NEKOR855763726,Other,4251,4280130,Vehicle loan,3014,1004,3,3012,2,3,"[4251.0,4280130.0,1004.0,3012.0,2.0,3.0]","[0.09828814224183767,1.7215169915369894,0.22128554178518875,0.14791947760392476,0.630709398718741,0.2851610917673827]",3
5669,NEKOR180941336,Business Owner/Personal Business,330128,4110097,Occupational Loans,226246,6284,24,150816,7,36,"[330128.0,4110097.0,6284.0,150816.0,7.0,36.0]","[7.632949381795669,1.6531277840545042,1.3850182714921575,7.406581651498511,2.2074828955155934,3.4219331012085927]",3
5678,NEKOR830725978,Street Vendor,40784,4544036,Personal loan,10369,3456,3,10368,9,3,"[40784.0,4544036.0,3456.0,10368.0,9.0,3.0]","[0.9429742632771365,1.82766298784284,0.7617159685354704,0.5091730225091274,2.8381922942343345,0.2851610917673827]",3
5680,NEKOR428110184,Teacher/Instructor,17755,4276151,Occupational Loans,14472,1608,4,6432,5,9,"[17755.0,4276151.0,1608.0,6432.0,5.0,9.0]","[0.4105165762182611,1.719916592458147,0.3544095131380314,0.31587585655658834,1.5767734967968525,0.8554832753021482]",3
5695,NEKOR790528979,Retired,4742,4431015,Vehicle loan,3682,613,3,1839,6,6,"[4742.0,4431015.0,613.0,1839.0,6.0,6.0]","[0.10964064232199347,1.7822046555257136,0.13510760668757044,0.09031338622630067,1.8921281961562229,0.5703221835347654]",3
5710,NEKOR906812774,Lawyer/Accountant,74560,3856474,Vehicle loan,22494,624,25,15600,6,36,"[74560.0,3856474.0,624.0,15600.0,6.0,36.0]","[1.7239152871210108,1.551117727363566,0.13753204987445994,0.7661168162753075,1.8921281961562229,3.4219331012085927]",3
5713,NEKOR072122012,Retired,27901,3601076,Occupational Loans,26755,8918,3,26754,7,3,"[27901.0,3601076.0,8918.0,26754.0,7.0,3.0]","[0.6451040829662462,1.448393745474099,1.9655622127891568,1.3138903399121524,2.2074828955155934,0.2851610917673827]",3
5717,NEKOR020774485,Judge/Attorney,56289,3601724,Occupational Loans,15340,5113,3,15339,7,3,"[56289.0,3601724.0,5113.0,15339.0,7.0,3.0]","[1.3014681812869444,1.4486543784479844,1.1269252740514644,0.7532990926183937,2.2074828955155934,0.2851610917673827]",3
5722,NEKOR328483351,Other,5548,4755217,Occupational Loans,3551,591,4,2364,5,6,"[5548.0,4755217.0,591.0,2364.0,5.0,6.0]","[0.12827631455133273,1.9126023891670458,0.1302587203137914,0.1160961636971043,1.5767734967968525,0.5703221835347654]",3
5742,NEKOR693737797,Lawyer/Accountant,111624,5254048,Personal loan,41409,6901,3,20703,1,6,"[111624.0,5254048.0,6901.0,20703.0,1.0,6.0]","[2.5808787554935044,2.113237893790828,1.5210074938840514,1.0167254132915187,0.3153546993593705,0.5703221835347654]",3
5744,NEKOR438061597,Teacher/Instructor,12326,3332693,Personal loan,9556,1061,7,7427,1,9,"[12326.0,3332693.0,1061.0,7427.0,1.0,9.0]","[0.28499168225661986,1.3404470488224385,0.2338485655717981,0.36474035862030185,0.3153546993593705,0.8554832753021482]",3
5746,NEKOR955367764,Retired,14732,5863856,Personal loan,9326,1036,7,7252,7,9,"[14732.0,5863856.0,1036.0,7252.0,7.0,9.0]","[0.34062124476752587,2.358509610672135,0.22833846741977645,0.3561460994633673,2.2074828955155934,0.8554832753021482]",3
5768,NEKOR732376226,Business Owner/Personal Business,144888,3448621,Occupational Loans,65196,5433,10,54330,0,12,"[144888.0,3448621.0,5433.0,54330.0,0.0,12.0]","[3.3499817344472773,1.387074609619634,1.1974545303973412,2.6681491428357345,0.0,1.1406443670695308]",3
5781,NEKOR858646361,Judge/Attorney,80212,3719526,Personal loan,19440,3240,4,12960,0,6,"[80212.0,3719526.0,3240.0,12960.0,0.0,6.0]","[1.8545962045406452,1.4960356833702741,0.7141087205020036,0.6364662781364093,0.0,0.5703221835347654]",3
5785,NEKOR857057751,Politician/Family Member or Close Asscociates,14611,4510619,Personal loan,5610,233,17,3961,9,24,"[14611.0,4510619.0,233.0,3961.0,9.0,24.0]","[0.3378235818149824,1.8142222901756684,0.05135411477684161,0.19452491726067261,2.8381922942343345,2.2812887341390615]",3
5788,NEKOR388039619,Politician/Family Member or Close Asscociates,3456,4692492,Vehicle loan,3204,89,16,1424,9,36,"[3456.0,4692492.0,89.0,1424.0,9.0,36.0]","[0.07990680300818419,1.8873736803908736,0.019615949421197012,0.06993271451128448,2.8381922942343345,3.4219331012085927]",3
5789,NEKOR783744867,Tour Guide,69669,4816734,Vehicle loan,66286,3682,14,51548,1,18,"[69669.0,4816734.0,3682.0,51548.0,1.0,18.0]","[1.6108295887665465,1.9373452265968392,0.811527255829746,2.531524977266638,0.3153546993593705,1.7109665506042964]",3
5790,NEKOR067845294,Street Vendor,9296,3611400,Personal loan,5462,455,10,4550,5,12,"[9296.0,3611400.0,455.0,4550.0,5.0,12.0]","[0.21493450253590285,1.4525461757555689,0.1002837863667937,0.22345073808029803,1.5767734967968525,1.1406443670695308]",3
5793,NEKOR117538419,Teacher/Instructor,25209,3902298,Personal loan,17332,1925,3,5775,6,9,"[25209.0,3902298.0,1925.0,5775.0,6.0,9.0]","[0.5828618625675102,1.5695486616156076,0.4242775577056657,0.2836105521788398,1.8921281961562229,0.8554832753021482]",3
5802,NEKOR533638810,Judge/Attorney,19388,4763840,Vehicle loan,6299,699,3,2097,3,9,"[19388.0,4763840.0,699.0,2097.0,3.0,9.0]","[0.4482734654868851,1.9160706578920668,0.15406234433052485,0.10298377972623844,0.9460640980781114,0.8554832753021482]",3
5803,NEKOR757143480,Retired,7830,3346593,Personal loan,3461,192,13,2496,9,18,"[7830.0,3346593.0,192.0,2496.0,9.0,18.0]","[0.1810388505654173,1.3460377869968314,0.04231755380752614,0.1225786906040492,2.8381922942343345,1.7109665506042964]",3
5807,NEKOR659686300,Other,9063,4891388,Personal loan,3489,581,6,3486,7,6,"[9063.0,4891388.0,581.0,3486.0,7.0,6.0]","[0.2095472672636497,1.9673719149185027,0.12805468105298273,0.17119764240613602,2.2074828955155934,0.5703221835347654]",3
5810,NEKOR773423896,Other,24258,4932492,Personal loan,16289,2714,5,13570,3,6,"[24258.0,4932492.0,2714.0,13570.0,3.0,6.0]","[0.560873619031404,1.9839044114595277,0.5981762553834684,0.6664234100548668,0.9460640980781114,0.5703221835347654]",3
5812,NEKOR753201568,Teacher/Instructor,15118,3839259,Vehicle loan,6360,530,3,1590,5,12,"[15118.0,3839259.0,530.0,1590.0,5.0,12.0]","[0.3495460207979539,1.5441936584662872,0.1168140808228586,0.07808498319729096,1.5767734967968525,1.1406443670695308]",3
5839,NEKOR152156487,Street Vendor,70227,4947633,Personal loan,67921,3773,17,64141,0,18,"[70227.0,4947633.0,3773.0,64141.0,0.0,18.0]","[1.6237312080022428,1.9899942939558213,0.8315840131031048,3.1499678661996473,0.0,1.7109665506042964]",3
5842,NEKOR597587891,Street Vendor,66528,4892776,Vehicle loan,49868,2077,17,35309,8,24,"[66528.0,4892776.0,2077.0,35309.0,8.0,24.0]","[1.5382059579075456,1.9679301843131831,0.4577789544699572,1.734026837555438,2.522837594874964,2.2812887341390615]",3
5844,NEKOR463260836,Politician/Family Member or Close Asscociates,12193,5818566,Occupational Loans,6498,1083,3,3249,3,6,"[12193.0,5818566.0,1083.0,3249.0,3.0,6.0]","[0.28191656512696467,2.340293457296721,0.23869745194557712,0.15955856000503038,0.9460640980781114,0.5703221835347654]",3
5847,NEKOR793381094,Retired,22994,3672491,Personal loan,6672,278,15,4170,1,24,"[22994.0,3672491.0,278.0,4170.0,1.0,24.0]","[0.5316484457089662,1.4771176711377154,0.061272291450480555,0.20478891819666872,0.3153546993593705,2.2812887341390615]",3
5849,NEKOR805624304,Retired,8822,4094606,Personal loan,8267,2755,3,8265,0,3,"[8822.0,4094606.0,2755.0,8265.0,0.0,3.0]","[0.2039750625399887,1.646897127575402,0.6072128163527839,0.40589458246893695,0.0,0.2851610917673827]",3
5850,NEKOR309633492,Lawyer/Accountant,27862,4461607,Personal loan,23821,992,4,3968,9,24,"[27862.0,4461607.0,992.0,3968.0,9.0,24.0]","[0.6442023568906331,1.7945091060459315,0.21864069467221836,0.19486868762695,2.8381922942343345,2.2812887341390615]",3
5856,NEKOR258103698,Judge/Attorney,4769,4078860,Personal loan,3960,165,17,2805,6,24,"[4769.0,4078860.0,165.0,2805.0,6.0,24.0]","[0.1102649142204949,1.6405639071945395,0.036366647803342776,0.13775369677257931,1.8921281961562229,2.2812887341390615]",3
5858,NEKOR773107410,Teacher/Instructor,19784,4255950,Personal loan,17136,952,6,5712,2,18,"[19784.0,4255950.0,952.0,5712.0,2.0,18.0]","[0.4574294533315729,1.7117915203818226,0.20982453762898376,0.28051661888234336,0.630709398718741,1.7109665506042964]",3
5867,NEKOR475125852,Politician/Family Member or Close Asscociates,7637,3928217,Personal loan,3881,323,4,1292,3,12,"[7637.0,3928217.0,323.0,1292.0,3.0,12.0]","[0.17657646255020332,1.5799735783596427,0.07119046812411949,0.06345018760433957,0.9460640980781114,1.1406443670695308]",3
5868,NEKOR657644333,Tour Guide,83705,4273980,Occupational Loans,71965,5997,6,35982,4,12,"[83705.0,4273980.0,5997.0,35982.0,4.0,12.0]","[1.9353584912615907,1.7190433915533552,1.321762344706949,1.767077902770392,1.261418797437482,1.1406443670695308]",3
5874,NEKOR439132070,Judge/Attorney,142375,3828441,Occupational Loans,50046,5560,4,22240,8,9,"[142375.0,3828441.0,5560.0,22240.0,8.0,9.0]","[3.291878205523792,1.5398425357633678,1.225445829009611,1.0922075637155666,2.522837594874964,0.8554832753021482]",3
5880,NEKOR297883426,Other,11511,4016728,Personal loan,10745,447,24,10728,2,24,"[11511.0,4016728.0,447.0,10728.0,2.0,24.0]","[0.2661479193944468,1.615573709766383,0.0985205549581468,0.5268526413462499,0.630709398718741,2.2812887341390615]",3
5884,NEKOR149838402,Judge/Attorney,94805,3645556,Personal loan,35987,999,34,33966,1,36,"[94805.0,3645556.0,999.0,33966.0,1.0,36.0]","[2.19200360508996,1.4662841076321562,0.22018352215478443,1.668072037282506,0.3153546993593705,3.4219331012085927]",3
5902,NEKOR792269328,Tour Guide,24369,3187619,Vehicle loan,21137,880,12,10560,2,24,"[24369.0,3187619.0,880.0,10560.0,2.0,24.0]","[0.5634400701696877,1.282096635159714,0.19395545495116145,0.5186021525555927,0.630709398718741,2.2812887341390615]",3
5910,NEKOR342959900,Other,5823,3854369,Personal loan,3451,383,7,2681,7,9,"[5823.0,3854369.0,383.0,2681.0,7.0,9.0]","[0.134634639443477,1.5502710724098179,0.08441470368897142,0.13166405028423714,2.2074828955155934,0.8554832753021482]",3
5911,NEKOR972835229,Teacher/Instructor,7498,4805874,Vehicle loan,4069,113,27,3051,9,36,"[7498.0,4805874.0,113.0,3051.0,9.0,36.0]","[0.1733626183319922,1.9329772110159824,0.02490564364713778,0.149834769644613,2.8381922942343345,3.4219331012085927]",3
5914,NEKOR223865337,Business Owner/Personal Business,218061,3317670,Personal loan,6152,2050,3,6150,8,3,"[218061.0,3317670.0,2050.0,6150.0,8.0,3.0]","[5.041827942930455,1.3344046272689203,0.45182804846577385,0.3020268218008424,2.522837594874964,0.2851610917673827]",3
5915,NEKOR776380615,Teacher/Instructor,6121,4653615,Occupational Loans,3235,179,13,2327,6,18,"[6121.0,4653615.0,179.0,2327.0,6.0,18.0]","[0.1415247515084188,1.8717369085918902,0.03945230276847489,0.1142790917610667,1.8921281961562229,1.7109665506042964]",3
5924,NEKOR397763306,Judge/Attorney,106197,3387447,Vehicle loan,32164,893,21,18753,9,36,"[106197.0,3387447.0,893.0,18753.0,9.0,36.0]","[2.4554001038947155,1.362469730692993,0.1968207059902127,0.9209608112571052,2.8381922942343345,3.4219331012085927]",3
5929,NEKOR563370131,Politician/Family Member or Close Asscociates,25087,4139964,Personal loan,21382,2375,3,7125,4,9,"[25087.0,4139964.0,2375.0,7125.0,4.0,9.0]","[0.5800410784335407,1.6651406313246189,0.5234593244420551,0.3499091228180491,1.261418797437482,0.8554832753021482]",3
5938,NEKOR400582790,Retired,12190,4870436,Vehicle loan,11402,316,21,6636,7,36,"[12190.0,4870436.0,316.0,6636.0,7.0,36.0]","[0.2818472015826867,1.9589447820962094,0.06964764064155343,0.32589430723095775,2.2074828955155934,3.4219331012085927]",3
5941,NEKOR842941823,Judge/Attorney,36190,4254456,Occupational Loans,16964,942,16,15072,1,18,"[36190.0,4254456.0,942.0,15072.0,1.0,18.0]","[0.836755555806188,1.71119061658092,0.20762049836817512,0.7401867086475279,0.3153546993593705,1.7109665506042964]",3
5945,NEKOR258299810,Politician/Family Member or Close Asscociates,21234,5432826,Occupational Loans,11227,311,29,9019,0,36,"[21234.0,5432826.0,311.0,9019.0,0.0,36.0]","[0.4909551663992428,2.185144439786627,0.06854562101114911,0.44292356192224347,0.0,3.4219331012085927]",3
5948,NEKOR434202418,Business Owner/Personal Business,190125,5650334,Personal loan,18639,2071,8,16568,5,9,"[190125.0,5650334.0,2071.0,16568.0,5.0,9.0]","[4.3959146186143,2.27262863250863,0.45645653091347205,0.8136553469262369,1.5767734967968525,0.8554832753021482]",3
5951,NEKOR513404086,Teacher/Instructor,21214,4748470,Vehicle loan,12970,4323,3,12969,6,3,"[21214.0,4748470.0,4323.0,12969.0,6.0,3.0]","[0.4904927427707232,1.9098886689898784,0.9528061724475807,0.6369082686073374,1.8921281961562229,0.2851610917673827]",3
5954,NEKOR644048638,Business Owner/Personal Business,34613,4608496,Vehicle loan,10011,1668,6,10008,3,6,"[34613.0,4608496.0,1668.0,10008.0,3.0,6.0]","[0.8002934526974188,1.8535895333623627,0.3676337487028833,0.49149340367200495,0.9460640980781114,0.5703221835347654]",3
5960,NEKOR271531592,Other,22137,4281374,Personal loan,12181,338,25,8450,0,36,"[22137.0,4281374.0,338.0,8450.0,0.0,36.0]","[0.511833593226902,1.7220173424930285,0.07449652701533246,0.41497994214912487,0.0,3.4219331012085927]",3
5968,NEKOR105520533,Other,3964,4501675,Occupational Loans,3274,272,8,2176,4,12,"[3964.0,4501675.0,272.0,2176.0,4.0,12.0]","[0.09165236317258163,1.8106249115978432,0.05994986789399536,0.10686347385994033,1.261418797437482,1.1406443670695308]",3
5972,NEKOR135870077,Lawyer/Accountant,11743,4675426,Occupational Loans,8810,2936,3,8808,7,3,"[11743.0,4675426.0,2936.0,8808.0,7.0,3.0]","[0.271512033485274,1.8805095409891335,0.6471059269734205,0.4325613408815967,2.2074828955155934,0.2851610917673827]",3
5973,NEKOR101893157,Retired,15648,3799826,Vehicle loan,15117,839,17,14263,8,18,"[15648.0,3799826.0,839.0,14263.0,8.0,18.0]","[0.36180024695372287,1.528333257140328,0.184918893981846,0.7004566763163276,2.522837594874964,1.7109665506042964]",3
5984,NEKOR161403857,Tour Guide,18612,4707271,Occupational Loans,4477,248,16,3968,9,18,"[18612.0,4707271.0,248.0,3968.0,9.0,18.0]","[0.43033142870032526,1.8933179623678056,0.05466017366805459,0.19486868762695,2.8381922942343345,1.7109665506042964]",3
5987,NEKOR764345051,Other,63149,3485774,Occupational Loans,54587,9097,3,27291,7,6,"[63149.0,3485774.0,9097.0,27291.0,7.0,6.0]","[1.460079485869162,1.402017969000441,2.0050145155576318,1.34026243801086,2.2074828955155934,0.5703221835347654]",3
5989,NEKOR352318983,Other,49384,4733725,Occupational Loans,40370,4485,3,13455,9,9,"[49384.0,4733725.0,4485.0,13455.0,9.0,9.0]","[1.141816423540558,1.903958062199848,0.9885116084726808,0.6607757540374527,2.8381922942343345,0.8554832753021482]",3
5993,NEKOR259513827,Other,28737,4351890,Occupational Loans,16536,689,24,16536,8,24,"[28737.0,4351890.0,689.0,16536.0,8.0,24.0]","[0.6644333906383649,1.7503796801265168,0.15185830506971618,0.812083825251826,2.522837594874964,2.2812887341390615]",3
6000,NEKOR113131953,Lawyer/Accountant,4668,3356734,Occupational Loans,3633,605,3,1815,5,6,"[4668.0,3356734.0,605.0,1815.0,5.0,6.0]","[0.10792967489647101,1.3501166125958615,0.1333443752789235,0.08913474497049251,1.5767734967968525,0.5703221835347654]",3
6006,NEKOR665922533,Street Vendor,3800,4043616,Personal loan,3393,141,16,2256,4,24,"[3800.0,4043616.0,141.0,2256.0,4.0,24.0]","[0.08786048941872104,1.6263883693371077,0.031076953577402006,0.11079227804596754,1.261418797437482,2.2812887341390615]",3
6012,NEKOR955798635,Teacher/Instructor,8873,3293929,Occupational Loans,8282,1380,3,4140,2,6,"[8873.0,3293929.0,1380.0,4140.0,2.0,6.0]","[0.20515424279271363,1.324855726909333,0.3041574179915941,0.20331561662690853,0.630709398718741,0.5703221835347654]",3
6014,NEKOR431240661,Retired,24781,4339091,Vehicle loan,23786,1982,3,5946,6,12,"[24781.0,4339091.0,1982.0,5946.0,6.0,12.0]","[0.5729659969171911,1.7452317766809013,0.436840581492275,0.292008371126473,1.8921281961562229,1.1406443670695308]",3
6028,NEKOR283540275,Tour Guide,8231,3751543,Personal loan,8100,450,13,5850,4,18,"[8231.0,3751543.0,450.0,5850.0,4.0,18.0]","[0.19031044431723498,1.5089132851062121,0.09918176673638938,0.2872938061032403,1.261418797437482,1.7109665506042964]",3
6031,NEKOR146229230,Retired,26429,4748192,Occupational Loans,7773,431,17,7327,0,18,"[26429.0,4748192.0,431.0,7327.0,0.0,18.0]","[0.6110697039072048,1.9097768542263904,0.09499409214085294,0.35982935338776784,0.0,1.7109665506042964]",3
6034,NEKOR675785002,Street Vendor,25112,3458304,Vehicle loan,18634,776,5,3880,9,24,"[25112.0,3458304.0,776.0,3880.0,9.0,24.0]","[0.5806191079691903,1.3909692224068746,0.17103344663875147,0.19054700302232006,2.8381922942343345,2.2812887341390615]",3
6043,NEKOR170717645,Street Vendor,43940,3500873,Vehicle loan,7871,1311,6,7866,1,6,"[43940.0,3500873.0,1311.0,7866.0,1.0,6.0]","[1.0159447118575269,1.4080909586187977,0.2889495470920144,0.3862996715911262,0.3153546993593705,0.5703221835347654]",3
6047,NEKOR563018814,Other,36176,4837853,Personal loan,18699,1558,8,12464,7,12,"[36176.0,4837853.0,1558.0,12464.0,7.0,12.0]","[0.8364318592662243,1.9458395287195012,0.34338931683398816,0.6121076921830405,2.2074828955155934,1.1406443670695308]",3
6053,NEKOR549278007,Judge/Attorney,3587,4719280,Occupational Loans,3510,146,13,1898,6,24,"[3587.0,4719280.0,146.0,1898.0,6.0,24.0]","[0.08293567777498746,1.8981481188236533,0.032178973207806334,0.09321087931349574,1.8921281961562229,2.2812887341390615]",3
6067,NEKOR994467960,Business Owner/Personal Business,236887,3999279,Vehicle loan,143060,15895,5,79475,6,9,"[236887.0,3999279.0,15895.0,79475.0,6.0,9.0]","[5.47710730445594,1.6085555234063122,3.5033204050553537,3.9030214085564143,1.8921281961562229,0.8554832753021482]",3
6068,NEKOR988030987,Teacher/Instructor,7306,3742335,Vehicle loan,5295,294,16,4704,4,18,"[7306.0,3742335.0,294.0,4704.0,4.0,18.0]","[0.1689233514982042,1.5052097227242114,0.0647987542677744,0.2310136861384004,1.261418797437482,1.7109665506042964]",3
6072,NEKOR177404555,Business Owner/Personal Business,20030,3322138,Vehicle loan,13104,364,29,10556,1,36,"[20030.0,3322138.0,364.0,10556.0,1.0,36.0]","[0.4631172639623638,1.336201707712315,0.08022702909343497,0.5184057123462914,0.3153546993593705,3.4219331012085927]",3
6078,NEKOR476042448,Retired,28976,3544672,Vehicle loan,17252,479,26,12454,9,36,"[28976.0,3544672.0,479.0,12454.0,9.0,36.0]","[0.669959352999174,1.4257074148274476,0.10557348059273448,0.6116165916597871,2.8381922942343345,3.4219331012085927]",3
6081,NEKOR434856522,Judge/Attorney,72526,3632138,Occupational Loans,43751,7291,5,36455,0,6,"[72526.0,3632138.0,7291.0,36455.0,0.0,6.0]","[1.6768868041005691,1.4608872353426596,1.606965025055589,1.790306957520278,0.0,0.5703221835347654]",3
6082,NEKOR880966868,Retired,21437,3737139,Vehicle loan,7993,888,3,2664,2,9,"[21437.0,3737139.0,888.0,2664.0,2.0,9.0]","[0.49564876622871656,1.503119832396575,0.19571868635980838,0.13082917939470637,0.630709398718741,0.8554832753021482]",3
6087,NEKOR364021592,Teacher/Instructor,29763,4952003,Personal loan,17202,955,7,6685,2,18,"[29763.0,4952003.0,955.0,6685.0,2.0,18.0]","[0.6881557227814196,1.9917519576840297,0.21048574940722636,0.3283006997948994,0.630709398718741,1.7109665506042964]",3
6088,NEKOR436981059,Street Vendor,7735,4212463,Occupational Loans,5647,627,7,4389,10,9,"[7735.0,4212463.0,627.0,4389.0,10.0,9.0]","[0.17884233832994928,1.6943005541235618,0.13819326165270254,0.21554401965591824,3.153546993593705,0.8554832753021482]",3
6089,NEKOR648309498,Street Vendor,65837,3422486,Occupational Loans,13116,1093,11,12023,2,12,"[65837.0,3422486.0,1093.0,12023.0,2.0,12.0]","[1.522229221542194,1.376562815217637,0.24090149120638576,0.5904501591075655,0.630709398718741,1.1406443670695308]",3
6103,NEKOR092647902,Street Vendor,12629,3255097,Occupational Loans,4008,111,25,2775,7,36,"[12629.0,3255097.0,111.0,2775.0,7.0,36.0]","[0.2919974002286916,1.3092370546224248,0.024464835794976048,0.13628039520281912,2.2074828955155934,3.4219331012085927]",3
6109,NEKOR909697256,Tour Guide,45888,4403472,Personal loan,8547,474,11,5214,2,18,"[45888.0,4403472.0,474.0,5214.0,2.0,18.0]","[1.0609847732753346,1.7711265475014473,0.10447146096233015,0.25605981282432394,0.630709398718741,1.7109665506042964]",3
6123,NEKOR118550826,Street Vendor,6332,3548585,Personal loan,3960,165,13,2145,0,24,"[6332.0,3548585.0,165.0,2145.0,0.0,24.0]","[0.14640332078930043,1.427281267955246,0.036366647803342776,0.10534106223785478,0.0,2.2812887341390615]",3
6132,NEKOR973580079,Street Vendor,5193,4994450,Occupational Loans,4388,182,10,1820,3,24,"[5193.0,4994450.0,182.0,1820.0,3.0,24.0]","[0.1200682951451101,2.0088246241076595,0.04011351454671749,0.08938029523211921,0.9460640980781114,2.2812887341390615]",3
6136,NEKOR938021942,Business Owner/Personal Business,444182,5729101,Personal loan,379056,63176,6,379056,1,6,"[444182.0,5729101.0,63176.0,379056.0,1.0,6.0]","[10.270012608154303,2.304309616233983,13.924238434084746,18.615459994234165,0.3153546993593705,0.5703221835347654]",3
6139,NEKOR931184830,Lawyer/Accountant,44097,5364493,Vehicle loan,17598,1955,3,5865,2,9,"[44097.0,5364493.0,1955.0,5865.0,2.0,9.0]","[1.0195747373414057,2.157660129594484,0.43088967548809165,0.2880304568881204,0.630709398718741,0.8554832753021482]",3
6142,NEKOR481617531,Street Vendor,11182,4732894,Personal loan,4005,166,20,3320,0,24,"[11182.0,4732894.0,166.0,3320.0,0.0,24.0]","[0.25854105070529965,1.9036238245435226,0.03658705172942364,0.16304537372012953,0.0,2.2812887341390615]",3
